id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where2|where0|where1|marriage0|marriage1|look0|look1|class
12764062|M|30|165|2|0.0|1|-1|0|0.0|0|3.0|1|0|1|0|27.5|0|0|0|0|0|1|1|1
1604231|M|32|160|2|0.0|1|-1|1|1.0|1|3.0|0|0|0|0|27.0|0|0|0|0|0|0|0|1
13757891|M|30|165|2|0.0|1|-1|0|-1.0|0|3.0|3|1|1|1|24.5|2|1|0|0|0|0|1|4
5057710|M|36|162|3|0.0|1|0|0|0.0|0|5.0|1|1|1|-1|27.5|3|1|0|0|0|0|0|4
11509199|M|28|160|2|-1.0|1|-1|0|0.0|0|5.0|3|0|0|0|23.5|3|0|-1|0|0|0|0|2
14588519|M|35|163|1|-1.0|1|-1|0|0.0|0|2.0|1|0|-1|-1|27.5|1|1|1|1|1|0|0|0
3639943|M|28|169|2|0.0|1|0|0|-1.0|0|0.0|0|0|0|0|25.0|0|0|0|0|0|0|0|3
20973090|M|33|158|3|0.0|1|0|0|0.0|0|0.0|3|0|1|0|26.0|0|0|0|0|0|1|0|1
15903373|M|36|162|1|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|1|24.5|2|0|0|0|0|0|0|4
27192740|M|27|156|2|-1.0|1|-1|0|0.0|0|3.0|1|0|1|1|25.0|0|0|0|0|0|0|1|4
21397868|M|32|163|3|0.0|1|-1|0|-1.0|0|5.0|1|0|1|1|24.0|3|-1|-1|0|0|1|0|2
26981460|M|32|156|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|1|0|-1|0|0|0|1|2
2894336|M|31|165|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|0|0|0|0|0|0|0|4
16981201|M|31|163|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|26.0|3|-1|1|0|0|0|0|4
1518056|M|32|168|3|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|27.5|2|1|1|0|0|0|0|3
4902931|M|33|165|2|0.0|1|-1|0|-1.0|0|5.0|3|-1|0|-1|54.0|0|0|0|0|0|0|0|4
45631276|M|28|162|2|0.0|1|-1|0|-1.0|0|5.0|1|1|0|0|23.5|1|-1|-1|1|1|0|1|0
18890704|M|26|163|3|0.0|1|-1|0|0.0|0|3.0|1|1|1|0|-1.0|3|0|1|0|0|0|1|4
28694549|M|26|175|2|0.0|1|-1|0|-1.0|0|2.0|3|1|0|-1|20.0|0|0|0|0|0|0|0|4
3836241|M|31|170|2|0.0|1|-1|0|1.0|0|5.0|1|-1|1|-1|30.0|3|1|1|0|0|1|0|1
111503194|M|22|160|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|23.5|3|1|0|0|0|0|1|4
3458244|M|35|163|3|0.0|1|-1|0|-1.0|0|5.0|1|0|1|1|22.5|0|0|0|0|0|0|0|4
35521553|M|27|168|3|0.0|1|-1|0|-1.0|0|2.0|1|0|1|-1|27.5|3|-1|-1|0|0|0|1|2
3552657|M|34|162|3|-1.0|1|-1|0|-1.0|0|5.0|3|1|1|0|25.0|1|0|0|0|0|0|0|4
1710591|M|31|172|2|0.0|1|-1|0|1.0|0|5.0|1|-1|1|-1|35.0|3|1|0|0|0|0|0|4
14304035|M|30|159|2|0.0|1|-1|0|-1.0|0|5.0|1|0|0|0|24.0|1|1|1|0|0|0|0|4
31792462|M|34|167|2|-1.0|1|-1|1|-1.0|0|5.0|3|1|1|-1|27.0|4|0|-1|1|1|1|1|0
3216053|M|26|160|1|0.0|1|0|0|-1.0|0|3.0|1|0|0|1|22.5|4|0|-1|0|0|0|0|2
15767476|M|50|156|2|-1.0|1|-1|0|1.0|0|5.0|1|0|-1|0|23.0|1|0|0|1|1|0|0|0
5617254|M|33|157|2|2.0|0|1|0|0.0|0|3.0|1|-1|1|1|27.0|3|1|1|0|0|1|1|1
37683836|M|22|162|2|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|-1|20.0|2|1|0|0|0|0|0|4
13495185|M|29|171|3|0.0|1|1|0|0.0|0|5.0|1|1|1|0|27.0|0|0|0|0|0|0|0|4
1401509|M|31|160|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|26.0|3|0|-1|0|0|0|0|3
12946106|M|35|160|3|-1.0|1|0|0|-1.0|0|3.0|1|1|1|0|22.0|3|1|1|0|0|0|0|4
29295618|M|33|160|2|-1.0|1|-1|0|0.0|0|2.0|3|1|1|1|-1.0|1|1|1|0|0|1|0|1
39230945|M|33|152|3|0.0|1|-1|0|0.0|0|5.0|1|1|1|0|20.0|1|0|-1|0|0|0|0|2
27328801|M|28|160|1|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|2|0|0|0|0|0|0|3
1919111|M|36|155|2|1.0|1|-1|0|0.0|0|5.0|1|1|1|0|25.0|0|0|0|1|0|1|0|1
1453704|M|31|162|5|-1.0|1|-1|0||0|0.0|0|0|0|0|26.5|3|0|0|0|0|0|0|3
26662878|M|26|168|2|-1.0|1|-1|0|-1.0|0|5.0|3|1|1|0|27.0|3|-1|-1|0|0|1|0|2
18751678|M|28|160|1|-1.0|1|-1|0|1.0|0|3.0|3|-1|1|1|-1.0|1|-1|-1|0|0|1|1|2
15730607|M|36|171|2|0.0|1|-1|1|0.0|0|5.0|3|0|-1|1|27.5|0|0|0|1|1|0|0|0
27949307|M|41|160|5|0.0|1|0|0|-1.0|0|5.0|0|1|0|0|-1.0|2|1|0|1|1|0|0|0
20773711|M|32|155|1|0.0|1|-1|0|0.0|0|5.0|1|-1|1|0|21.5|1|0|-1|0|0|0|0|2
1507179|M|31|161|1|0.0|1|-1|0|0.0|1|3.0|3|1|1|-1|26.0|0|0|0|0|0|1|0|1
2731006|M|34|157|2|0.0|1|-1|0|0.0|0|5.0|0|0|1|-1|24.0|4|0|-1|0|0|0|0|2
27713582|M|26|158|3|0.0|1|-1|0|0.0|0|3.0|3|1|1|0|22.5|3|0|0|0|0|0|0|4
5838389|M|31|163|3|-1.0|1|-1|0|0.0|0|2.0|1|1|1|1|-1.0|2|1|1|0|0|0|0|4
27067485|M|25|165|1|-1.0|1|-1|0|0.0|0|3.0|3|1|1|0|-1.0|3|1|0|0|0|1|0|1
1704183|M|32|168|3|-1.0|1|-1|0|0.0|0|5.0|3|1|0|0|22.5|3|0|0|0|0|0|0|4
49861478|M|24|165|3|0.0|1|0|0|0.0|0|0.0|1|-1|1|0|-1.0|1|0|0|0|0|1|1|1
19190333|M|31|166|3|0.0|1|-1|0|0.0|1|3.0|1|0|1|1|-1.0|1|0|1|0|0|0|0|1
17729348|M|29|158|2|-1.0|1|-1|0|-1.0|0|5.0|3|1|0|0|20.0|1|0|0|0|0|0|0|4
13923047|M|28|160|2|0.0|1|-1|1|0.0|0|5.0|1|-1|1|-1|24.5|2|0|0|0|0|0|0|4
20220750|M|29|168|1|-1.0|1|-1|0|-1.0|1|5.0|3|1|1|0|-1.0|1|0|0|1|1|1|1|0
17262704|M|31|160|2|0.0|1|-1|0|0.0|0|3.0|1|0|0|0|24.5|0|0|0|0|0|0|0|4
4343893|M|30|157|2|0.0|1|-1|0|1.0|0|3.0|1|0|1|1|24.5|3|1|0|0|0|1|0|1
12611439|M|26|160|1|-1.0|1|-1|0|1.0|0|3.0|1|0|-1|0|26.0|0|0|0|0|0|0|0|3
20175477|M|30|162|2|-1.0|1|0|0|0.0|0|3.0|1|0|1|1|25.0|3|1|0|0|0|1|0|1
29664767|M|29|162|5|0.0|1|-1|0|0.0|0|2.0|3|1|0|0|-1.0|2|-1|1|0|0|1|0|1
21182868|M|31|168|2|0.0|1|0|0|-1.0|0|5.0|0|0|1|0|25.5|3|1|0|0|0|0|0|4
2555911|M|33|165|2|-1.0|1|-1|0|0.0|0|3.0|1|0|1|1|27.5|0|0|0|0|0|1|0|1
31808738|M|25|160|2|-1.0|1|-1|0|1.0|0|5.0|1|-1|1|1|30.0|3|0|1|0|0|0|1|4
2010165|M|34|158|5|0.0|1|-1|0|0.0|0|0.0|1|1|0|0|25.0|0|0|0|0|0|0|0|3
1372411|M|34|157|3|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|32.5|0|0|0|0|0|0|0|3
23896735|M|33|165|5|0.0|1|-1|0|1.0|0|5.0|3|1|1|0|-1.0|3|0|1|0|0|0|0|4
3569229|M|30|160|2|0.0|1|-1|0|-1.0|0|3.0|1|0|1|0|22.0|3|1|0|0|0|0|0|4
2748633|M|35|158|2|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|27.5|1|0|-1|0|0|0|0|3
4422828|M|45|168|2|0.0|1|-1|0|2.0|0|3.0|1|1|0|0|35.0|0|0|0|1|1|1|1|0
5064286|M|32|168|2|-1.0|1|-1|0|-1.0|0|3.0|1|1|1|-1|25.0|1|-1|1|0|0|0|0|4
27372826|M|26|162|2|0.0|1|-1|0|0.0|0|5.0|3|0|1|0|26.5|1|0|-1|0|0|0|0|2
28755023|M|23|165|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
18979614|M|31|163|3|-1.0|1|0|0|-1.0|0|0.0|0|-1|1|0|-1.0|1|1|0|0|0|0|0|3
42269438|M|26|160|1|0.0|1|-1|0|-1.0|0|5.0|3|0|1|1|22.5|1|0|-1|0|0|1|0|2
26501279|M|24|162|1|0.0|1|-1|0|-1.0|0|2.0|1|0|1|1|22.0|1|0|-1|0|0|0|0|2
12463603|M|33|165|5|-1.0|1|-1|0|0.0|0|5.0|3|1|1|0|28.0|3|1|0|0|0|0|1|4
17047458|M|35|160|1|-1.0|1|-1|0|0.0|0|2.0|0|0|0|0|23.5|3|1|0|0|0|0|0|3
42334243|M|28|164|2|0.0|1|-1|0|1.0|0|5.0|3|-1|1|0|27.0|1|1|0|0|0|0|1|4
1852942|M|30|160|3|0.0|1|-1|0|-1.0|0|5.0|3|0|1|0|22.5|1|0|-1|0|0|0|1|2
20198106|M|29|162|2|-1.0|1|-1|0|-1.0|0|5.0|1|0|1|0|24.0|3|1|0|0|0|0|1|4
2452196|M|33|150|2|0.0|1|-1|0|0.0|0|0.0|0|0|0|0|21.5|3|0|-1|0|0|0|0|3
3628850|M|31|166|3|0.0|1|-1|0|-1.0|0|0.0|0|0|0|0|22.5|0|0|0|0|0|0|0|3
20145774|M|25|166|2|1.0|1|-1|1|0.0|0|3.0|3|-1|1|1|27.5|1|0|0|0|0|1|0|1
82403019|M|31|170|3|-1.0|0|-1|0|1.0|1|5.0|1|0|1|0|-1.0|3|1|1|0|0|1|0|1
1808523|M|36|163|3|0.0|1|-1|0|0.0|0|5.0|3|0|0|0|24.5|3|1|0|0|0|0|0|4
2833041|M|29|162|1|0.0|1|-1|0|0.0|1|3.0|3|1|1|0|25.0|3|0|-1|0|0|0|0|2
18930717|M|28|164|2|0.0|0|1|0|0.0|0|5.0|3|1|0|-1|25.0|0|0|0|0|0|1|0|1
2254643|M|33|155|3|0.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
16181050|M|39|160|1|-1.0|0|-1|0|1.0|0|5.0|3|1|0|0|-1.0|3|1|0|1|1|1|0|0
28883077|M|24|165|1|0.0|1|-1|0|1.0|1|5.0|1|0|1|0|27.5|1|0|-1|0|0|1|1|1
1301891|M|29|163|2|0.0|1|-1|0|-1.0|0|5.0|1|0|1|1|22.0|4|0|-1|1|0|0|0|2
23354684|M|40|156|3|0.0|1|-1|0|-1.0|0|5.0|3|1|0|0|23.0|0|0|0|0|0|0|0|4
12319363|M|28|163|2|-1.0|1|-1|0|0.0|0|5.0|1|0|0|1|-1.0|3|1|1|0|0|0|0|4
13437870|M|30|159|1|-1.0|1|0|0|-1.0|0|3.0|-5|0|0|-1|22.5|3|1|0|0|0|0|0|3
3451000|M|27|165|3|0.0|1|-1|0|-1.0|0|5.0|1|1|1|0|22.5|3|1|0|0|0|1|1|1
14063218|M|30|158|4|1.0|1|-1|0|0.0|0|3.0|3|0|0|-1|-1.0|2|1|0|0|0|0|0|4
14281484|M|28|156|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
1999531|M|30|160|3|-1.0|1|-1|0|-1.0|0|0.0|0|0|0|0|23.0|3|1|0|0|0|0|0|3
25882926|M|34|158|3|-1.0|1|-1|0|-1.0|0|5.0|1|-1|1|0|22.5|2|0|1|1|0|0|0|4
4480754|M|32|165|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|1|1|0|0|0|0|3
16699174|M|33|163|1|-1.0|1|-1|0|0.0|1|5.0|3|0|0|0|26.0|1|1|0|1|0|1|0|1
5315080|M|33|160|2|1.0|1|-1|0|-1.0|0|5.0|1|1|1|-1|26.5|2|0|1|0|0|1|0|1
22012042|M|28|166|2|1.0|1|1|1|0.0|0|2.0|1|0|1|0|-1.0|3|0|0|0|0|0|0|3
2505313|M|36|165|2|0.0|1|-1|0|1.0|0|5.0|1|0|0|1|26.0|3|-1|1|1|1|1|1|0
1386720|M|32|156|2|-1.0|1|-1|0|0.0|0|0.0|0|0|0|0|22.5|3|-1|-1|0|0|0|0|3
28677820|M|27|161|1|0.0|1|-1|0|-1.0|0|5.0|1|0|1|0|21.0|0|0|0|0|0|0|0|4
16430833|M|31|165|3|0.0|1|0|0|0.0|0|5.0|0|0|0|0|-1.0|3|1|0|0|0|1|0|1
12398677|M|38|160|2|-1.0|1|-1|0|0.0|0|5.0|1|1|1|1|22.5|1|0|-1|1|1|0|1|0
20436919|M|31|158|1|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|-1.0|3|1|0|0|0|0|0|4
5005750|M|32|163|2|0.0|1|1|0|0.0|0|3.0|0|-1|1|0|26.5|3|-1|-1|0|0|0|0|2
14636788|M|30|162|3|0.0|1|-1|0|-1.0|0|3.0|1|1|1|0|23.0|0|0|0|0|0|1|0|1
16230680|M|31|170|2|-1.0|1|0|0|0.0|0|5.0|3|1|0|0|-1.0|1|1|0|0|0|0|0|4
11889719|M|34|168|3|0.0|1|0|0|0.0|0|0.0|0|0|0|0|54.0|0|0|0|0|0|0|0|3
14266453|M|32|165|2|-1.0|1|0|0|0.0|0|5.0|3|1|1|-1|24.0|3|1|1|0|0|0|0|4
1755319|M|32|170|3|1.0|1|1|0|0.0|0|3.0|1|0|1|1|28.0|0|0|0|0|0|0|0|4
2011781|M|35|158|5|0.0|1|-1|0|0.0|0|0.0|3|0|0|0|25.0|2|1|0|0|0|0|0|3
19267192|M|30|170|3|0.0|1|-1|0|-1.0|0|5.0|3|-1|1|0|27.5|1|-1|-1|0|0|0|1|2
25571345|M|59|160|1|-1.0|1|-1|1|-1.0|0|3.0|1|1|0|0|-1.0|3|-1|-1|1|1|0|1|0
52521294|M|28|165|3|0.0|1|-1|0|0.0|0|5.0|3|1|1|1|-1.0|2|0|1|0|0|0|0|4
38961898|M|26|162|2|0.0|1|-1|0|-1.0|0|5.0|0|0|1|0|24.0|4|0|-1|0|0|0|1|2
29358481|M|26|170|3|0.0|1|-1|1|-1.0|0|5.0|1|-1|0|0|26.0|0|0|0|0|0|0|1|4
2626394|M|31|157|2|0.0|1|-1|0|0.0|0|1.0|3|1|1|1|24.0|4|0|-1|0|0|0|0|2
1431951|M|32|160|2|0.0|1|-1|0|-1.0|0|5.0|1|-1|1|-1|24.0|3|1|0|0|0|0|0|4
13159816|M|27|164|3|-1.0|1|0|0|0.0|0|3.0|3|1|1|0|25.0|2|1|0|0|0|0|0|4
13365852|M|28|163|2|0.0|1|0|0|0.0|0|5.0|0|0|1|0|25.0|4|0|-1|0|0|0|1|2
16916793|M|41|160|3|1.0|1|-1|1|0.0|0|5.0|3|0|0|0|27.5|1|0|0|1|0|0|0|0
37260749|M|26|163|3|1.0|1|-1|0|0.0|0|3.0|3|-1|1|0|-1.0|0|0|0|0|0|0|1|4
33170827|M|21|153|2|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|1|45.0|1|1|0|0|0|1|0|1
2091609|M|26|165|3|-1.0|0|-1|0|-1.0|0|5.0|3|0|0|1|23.5|0|0|0|0|0|1|1|1
20804462|M|34|162|2|0.0|1|-1|0|0.0|0|3.0|-1|0|1|0|25.0|3|-1|1|1|1|0|1|0
4978964|M|36|158|2|1.0|1|-1|0|1.0|0|5.0|3|0|1|1|26.5|3|0|-1|0|0|1|0|2
27265965|M|23|161|2|0.0|1|0|1|0.0|0|3.0|3|0|1|-1|-1.0|3|-1|-1|0|0|0|0|2
24688178|M|35|150|1|0.0|1|0|0|0.0|0|5.0|0|0|0|0|-1.0|4|0|-1|0|0|0|0|2
5038236|M|32|163|3|0.0|1|0|0|0.0|0||3|1|1|0|26.5|0|0|0|0|0|1|0|1
49199398|M|28|172|3|1.0|1|-1|0|-1.0|0|2.0|3|1|0|-1|30.0|0|0|0|0|0|1|0|1
2042296|M|28|167|3|-1.0|1|-1|0|-1.0|0|0.0|0|0|0|0|25.0|3|1|0|0|0|0|0|3
16680114|M|25|160|2|-1.0|1|-1|0|-1.0|0|3.0|1|-1|1|0|22.5|1|-1|-1|0|0|0|0|2
3441141|M|27|166|2|-1.0|1|-1|0|0.0|0|5.0|0|0|0|0|24.0|3|0|0|0|0|0|0|4
2960871|M|35|167|2|-1.0|1|-1|0|0.0|0|3.0|3|1|1|0|29.0|3|0|0|0|0|1|0|1
15777065|M|32|150|3|0.0|0|0|0|1.0|0|3.0|3|-1|1|0|22.0|1|-1|-1|0|0|1|0|2
13428347|M|31|168|2|-1.0|1|-1|0|0.0|1|5.0|3|0|1|0|27.5|3|1|0|0|0|0|0|1
22053380|M|25|161|1|-1.0|1|-1|0|0.0|0|0.0|3|1|0|0|-1.0|3|1|0|0|0|0|0|3
16555031|M|33|162|2|0.0|1|-1|0|0.0|0|2.0|1|1|1|1|26.5|4|0|-1|0|0|0|1|2
11995838|M|32|163|3|0.0|0|0|0|0.0|0|5.0|0|0|0|0|25.0|1|0|0|0|0|0|1|3
2673126|M|32|165|3|-1.0|1|1|0|0.0|0|0.0|0|0|0|0|28.0|4|0|-1|0|0|0|0|3
33547591|M|26|162|2|1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|27.0|1|-1|-1|0|0|1|1|2
2232831|M|32|172|3|0.0|1|-1|0|2.0|0|5.0|1|1|1|0|37.5|0|0|0|0|0|0|0|4
13389440|M|31|157|3|0.0|1|-1|0|0.0|0|3.0|3|1|0|0|24.0|3|-1|-1|0|0|0|0|2
12190212|M|30|167|3|0.0|1|-1|0|0.0|0|5.0|3|-1|1|-1|25.0|1|0|1|0|0|0|1|4
1839213|M|31|160|2|0.0|1|-1|0|0.0|0|5.0|3|1|1|0|25.5|1|1|0|0|0|1|0|1
70476156|M|23|155|1|0.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|-1|0|0|0|0|3
1543175|M|30|169|3|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|28.5|3|1|0|0|0|0|0|3
3016763|M|34|160|3|0.0|1|-1|0|0.0|0|3.0|3|1|1|0|23.5|3|0|0|0|0|1|0|1
17587884|M|36|160|2|-1.0|1|0|0|0.0|0|0.0|3|-1|0|-1|27.5|2|0|0|1|1|1|1|0
13614246|M|35|160|2|0.0|1|-1|0|0.0|1|3.0|1|1|0|1|26.0|4|0|-1|0|0|1|1|1
2514307|M|28|160|2|0.0|1|-1|0|0.0|0|5.0|0|0|1|0|23.0|4|0|-1|0|0|0|0|2
17588697|M|35|160|3|0.0|1|-1|1|0.0|0|5.0|1|-1|1|1|22.5|1|0|-1|0|0|1|0|2
1590225|M|29|158|2|-1.0|1|0|0|0.0|0|0.0|0|0|0|0|24.0|1|-1|-1|0|0|0|0|3
29403408|M|27|157|1|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|1|0|0|0|0|0|0|3
33035983|M|24|155|1|0.0|0|0|0|0.0|0|3.0|1|-1|1|0|-1.0|3|-1|-1|0|0|0|0|2
13278130|M|30|158|2|-1.0|1|-1|0|-1.0|0|5.0|3|1|0|1|23.0|3|0|1|0|0|0|0|4
11778831|M|26|161|3|-1.0|1|-1|0|1.0|0|5.0|3|1|0|0|-1.0|0|0|0|0|0|1|1|1
36789160|M|26|168|3|-1.0|1|0|0|0.0|0|0.0|3|0|1|0|-1.0|2|1|0|0|0|0|0|3
86443100|M|32|164|1|-1.0|0|-1|0|-1.0|0|3.0|1|1|0|0|25.0|0|0|0|1|1|0|0|0
21272694|M|47|155|2|-1.0|1|0|0|0.0|0|2.0|1|0|-1|1|-1.0|1|0|-1|1|1|0|1|0
23476632|M|28|158|3|-1.0|1|-1|0|0.0|0|5.0|3|1|1|1|24.5|0|0|0|0|0|0|0|4
13993388|M|29|160|3|1.0|0|-1|0|-1.0|0|5.0|1|1|1|0|22.5|0|0|0|0|0|1|0|1
11547714|M|29|168|2|-1.0|1|-1|0|0.0|1|0.0|1|0|1|0|27.5|3|1|0|0|0|0|0|1
3591306|M|39|162|3|-1.0|1|-1|0|1.0|1|5.0|1|1|0|0|32.0|2|1|0|1|1|1|1|0
53250569|M|45|162|2|1.0|1|1|1|1.0|0|5.0|3|-1|0|0|32.0|3|-1|-1|1|1|1|1|0
14303979|M|29|165|2|0.0|1|-1|0|0.0|0|5.0|1|1|1|0|26.5|1|-1|-1|0|0|0|1|2
4826785|M|29|169|3|-1.0|1|0|0|1.0|0|5.0|3|0|0|0|30.0|1|1|1|0|0|0|1|4
17529979|M|39|164|1|-1.0|1|-1|0|0.0|1|3.0|3|1|0|0|26.0|2|1|0|0|0|1|0|1
1331071|M|35|156|2|-1.0|1|-1|0|1.0|0|3.0|0|0|0|0|24.0|3|1|0|0|0|0|0|3
1360106|M|37|167|3|1.0|1|1|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
76706941|M|24|162|2|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|3|0|1|0|0|0|0|3
3918529|M|27|162|2|-1.0|1|-1|0|0.0|0|3.0|-1|-1|1|-1|26.0|0|0|0|0|0|0|0|3
41897415|M|26|160|3|1.0|1|-1|1|0.0|0|0.0|0|0|1|-1|-1.0|3|1|0|0|0|0|0|3
4221608|M|29|158|2|1.0|1|-1|0|0.0|0|0.0|3|1|0|0|29.0|0|0|0|0|0|0|0|4
22657090|M|32|158|5|0.0|1|-1|0|0.0|0|0.0|3|0|0|0|-1.0|1|-1|-1|0|0|0|0|3
42387573|M|21|164|2|-1.0|1|-1|0|0.0|0|5.0|0|0|0|0|-1.0|1|0|0|0|0|0|0|4
39354009|M|27|160|2|0.0|1|-1|0|0.0|0|3.0|1|0|1|0|30.5|3|-1|-1|0|0|0|0|2
2104513|M|32|160|2|-1.0|0|-1|0|0.0|0|5.0|3|-1|1|0|24.5|3|0|1|0|0|0|0|4
4732941|M|29|165|3|-1.0|1|0|0|0.0|0|5.0|0|-1|1|1|25.0|0|0|0|0|0|0|1|4
12227725|M|31|160|1|-1.0|0|0|0|0.0|0|5.0|1|0|0|1|20.0|2|-1|1|0|0|0|0|3
4442315|M|34|175|3|1.0|1|1|0|-1.0|0|5.0|1|1|1|1|21.0|3|1|0|0|0|0|1|4
22469381|M|28|164|3|0.0|1|-1|0|-1.0|0|5.0|1|1|1|0|25.0|0|0|0|0|0|0|0|4
18288087|M|58|164|1|1.0|1|1|1|0.0|1|3.0|3|1|-1|-1|30.0|0|0|0|1|1|1|0|0
13593953|M|35|162|3|2.0|1|1|1|0.0|1|2.0|1|1|-1|0|26.5|3|1|0|1|1|0|0|0
19551413|M|31|158|1|-1.0|1|-1|0|0.0|0|3.0|1|1|0|0|24.0|3|0|-1|0|0|0|0|2
16578147|M|26|158|2|0.0|1|-1|0|1.0|0|5.0|3|0|1|0|54.0|0|0|0|0|0|0|0|4
18935483|M|27|153|2|0.0|1|-1|1|0.0|0|5.0|1|0|1|0|23.5|3|-1|-1|0|0|0|0|2
35057155|M|25|162|2|-1.0|0|1|1|-1.0|0|3.0|3|1|1|1|25.0|1|-1|-1|0|0|1|1|2
15581132|M|30|160|2|-1.0|1|-1|0|-1.0|0|5.0|1|-1|1|1|22.0|2|1|1|0|0|0|0|4
14949424|M|25|161|1|0.0|1|-1|0|1.0|1|3.0|1|1|1|1|27.5|2|1|0|0|0|1|1|1
22606667|M|32|160|2|0.0|1|-1|1|-1.0|0|5.0|1|0|1|-1|-1.0|2|0|1|0|0|1|1|1
8935536|M|44|168|3|-1.0|1|-1|0|0.0|0|5.0|1|1|0|0|28.5|0|0|0|1|0|1|0|0
1939365|M|28|155|2|-1.0|1|-1|0|-1.0|0|0.0|0|0|0|0|21.5|3|0|-1|0|0|0|0|3
14912437|M|39|163|1|0.0|1|-1|0|0.0|0|0.0|1|-4|1|0|25.0|0|0|0|1|0|0|0|3
2310561|M|32|160|2|0.0|1|-1|0|-1.0|1|5.0|1|1|0|0|22.5|0|0|0|0|0|1|0|1
36068121|M|32|170|1|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|-1.0|1|1|0|1|0|1|1|1
1299196|M|28|164|1|0.0|1|-1|0|-1.0|0|5.0|1|1|0|0|23.0|4|0|-1|0|0|0|0|2
2536288|M|28|160|5|-1.0|0|0|0|0.0|0|0.0|0|0|0|0|-1.0|0|0|0|0|0|0|0|3
13279381|M|31|158|2|-1.0|1|0|0|0.0|0|0.0|3|1|0|0|22.5|1|0|-1|0|0|0|0|3
4708757|M|30|150|1|-1.0|1|-1|0|-1.0|0|3.0|1|1|1|1|49.5|1|1|0|0|0|0|0|4
1671246|M|32|167|5|2.0|1|0|1|0.0|0|5.0|1|-1|0|0|27.5|0|0|0|1|1|0|0|0
4761362|M|31|173|2|0.0|1|1|0|-1.0|0|5.0|1|1|0|0|27.0|3|-1|-1|0|0|0|0|2
33442165|M|21|166|2|-1.0|0|0|0|0.0|0|3.0|0|0|0|0|-1.0|3|0|0|0|0|0|0|3
14768671|M|28|170|2|0.0|1|-1|0|1.0|0|2.0|1|1|0|0|-1.0|3|1|0|0|0|0|0|3
12628892|M|27|163|2|-1.0|1|-1|0|0.0|0|5.0|1|0|0|0|25.0|0|0|0|0|0|0|0|4
48305881|M|26|165|2|-1.0|0|-1|0|0.0|0|5.0|1|-1|1|0|-1.0|1|0|1|0|0|0|0|4
1294962|M|34|165|3|0.0|1|-1|0|0.0|0|0.0|3|0|1|0|26.5|3|0|0|0|0|0|0|4
47661552|M|26|160|3|-1.0|1|-1|0|-1.0|0|5.0|1|1|1|1|21.5|1|0|-1|0|0|0|0|2
12770015|M|30|162|3|-1.0|0|0|0|0.0|0|3.0|0|1|0|0|24.0|2|-1|1|0|0|0|0|3
38668278|M|25|160|1|0.0|1|-1|0|0.0|0|2.0|3|0|-1|-1|-1.0|4|0|-1|0|0|0|0|3
1313918|M|39|160|2|0.0|0|-1|0|0.0|0|5.0|1|-1|0|0|27.5|0|0|0|0|0|0|0|3
31368656|M|29|159|2|1.0|1|-1|0|-1.0|0|2.0|1|0|1|0|22.5|4|0|-1|0|0|0|0|2
5173167|M|28|160|2|-1.0|1|-1|0|0.0|0|5.0|1|-1|1|1|22.5|1|-1|-1|0|0|0|0|2
26647654|M|30|150|2|-1.0|1|-1|0|1.0|0|2.0|1|-1|0|0|24.0|3|0|0|1|1|0|0|0
19208804|M|28|160|1|0.0|1|-1|0|1.0|1|3.0|3|-1|1|1|27.5|1|1|0|0|0|1|1|1
17899971|M|30|155|2|1.0|1|-1|0|-1.0|0|3.0|0|1|1|0|-1.0|4|0|-1|0|0|0|0|2
4500123|M|35|160|2|0.0|1|-1|1|-1.0|1|5.0|1|1|0|0|24.0|3|0|0|0|0|0|1|1
3075422|M|41|163|2|-1.0|1|-1|0|2.0|1|5.0|1|0|1|0|32.0|3|1|1|0|0|0|0|1
