id|gender|age|where|height|edu|marriage|salary|nation|job|car|house|look|body|face|hair|weight|smoke|drink|child|parent|bmi
18596871|M|0.0|0,0,0|1.0|2|0,0|1|1|私营业主|-1|1|1,1|0|1|2|1.0|3|-1|1|1|1.0
8350323|M|0.0|0,0,0|0.0|3|1,1|0|1|客户服务/技术支持|NA|0|NA|1|0|5|1.0|1|0|1|0|1.0
13781606|M|0.0|0,0,0|0.0|1|0,0|-1|1|其他|-1|0|1,0|0|0|5|-1.0|1|0|1|1|0.0
11750986|M|2.0|0,0,0|2.0|1|1,1|-1|1|自由职业者|-1|0|NA|0|0|3|2.0|3|0|0|1|2.0
19112506|M|2.0|0,0,0|-1.0|2|0,0|-1|1|设计/创意|-1|0|0,1|-1|1|5|0.0|3|0|1|1|0.0
12090241|M|2.0|0,0,0|1.0|2|1,1|0|1|计算机/互联网/IT|NA|1|1,0|0|0|5|1.0|3|1|0|NA|1.0
24285853|M|0.0|0,0,0|-1.0|1|0,0|-1|1|销售|NA|0|NA|-1|NA|NA||3|-1|1|0|-1.0
3336488|M|2.0|0,0,0|1.0|3|1,1|1|1|私营业主|1|1|0,1|0|0|NA|2.0|3|1|-1|-1|2.0
2169165|M|2.0|0,0,0|-1.0|2|1,1|-1|1|销售|-1|0|0,0|0|1|5|0.0|3|1|0|NA|0.0
2294857|M|-1.0|0,0,0|1.0|2|0,0|-1|0|房地产/装修/物业|-1|0|1,1|0|0|3|1.0|-1|0|1|0|1.0
13717218|M|0.0|0,0,0|0.0|2|0,0|-1|1|教育/培训|NA|0|0,0|NA|NA|5||3|0|1|NA|-1.0
25532129|M|-1.0|0,0,0|2.0|1|0,0|-1|1|销售|-1|0|1,1|0|1|5|2.0|3|1|1|1|2.0
15964189|M|-1.0|0,0,0|2.0|2|0,0|0|1|自由职业者|1|0|0,0|NA|0|5|1.0|1|0|1|0|1.0
34573195|M|-1.0|0,0,0|2.0|2|0,0|0|1|销售|1|NA|0,1|-1|0|5|1.0|3|0|NA|-1|1.0
12621746|M|1.0|0,0,0|0.0|1|0,0|-1|1|技工|-1|0|0,0|0|0|5|2.0|3|0|1|0|2.0
2438023|M|0.0|0,0,0|-1.0|2|0,0|-1|1|金融/证券/投资/保险|-1|0|NA|0|NA|NA|0.0|NA|NA|NA|NA|0.0
3691999|M|1.0|0,0,0|-1.0|3|0,0|-1|1|销售|-1|0|NA|0|1|2|0.0|3|0|NA|NA|0.0
26093253|M|0.0|0,0,0|-1.0|3|0,0|0|1|医疗/护理|1|0|0,0|0|0|3|0.0|1|-1|0|1|0.0
1927382|M|-1.0|0,0,0|-1.0|3|0,0|0|1|采购/贸易|-1|0|NA|1|NA|NA|0.0|NA|NA|NA|NA|0.0
3861949|M|1.0|0,0,0|-1.0|2|0,0|0|1|其他|-1|0|NA|0|0|3|1.0|NA|NA|1|1|1.0
35315901|M|-1.0|0,0,0|-1.0|2|0,0|0|1|人力资源/行政/后勤|-1|0|0,0|0|0|5|0.0|3|1|1|1|0.0
2783292|M|2.0|0,0,0|0.0|3|0,0|-1|0|教育/培训|-1|0|NA|-1|NA|NA|0.0|NA|NA|NA|NA|0.0
22048127|M|0.0|0,0,0|-1.0|2|0,0|0|1|房地产/装修/物业|-1|0|1,0|NA|NA|5||NA|NA|NA|NA|-1.0
13272945|M|0.0|0,0,0|-1.0|3|0,0|-1|1|财会/审计/统计|-1|0|0,0|NA|0|NA||3|NA|NA|-1|-1.0
18064369|M|2.0|0,0,0|-1.0|1|0,0|0|1|NA|-1|0|0,1|0|NA|5|2.0|3|1|1|1|2.0
4110617|M|2.0|0,0,0|-1.0|2|0,0|0|1|房地产/装修/物业|-1|0|1,0|-1|1|3|0.0|3|-1|1|0|0.0
33246181|M|0.0|0,0,0|-1.0|1|1,1|0|1|电子/半导体/仪表仪器|-1|0|NA|1|0|3|2.0|3|1|0|1|2.0
21962008|M|-1.0|0,0,0|1.0|1|0,0|-1|1|财会/审计/统计|-1|0|0,0|1|0|3|2.0|1|0|1|0|2.0
14907403|M|1.0|0,0,0|2.0|3|0,0|-1|1|电子/半导体/仪表仪器|NA|0|NA|NA|NA|5||NA|NA|1|0|-1.0
19186344|M|0.0|0,0,0|-1.0|2|0,0|-1|1|计算机/互联网/IT|-1|0|0,0|-1|0|5|-1.0|3|1|0|0|-1.0
17547184|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|其他|NA|NA|NA|NA|NA|NA|1.0|NA|NA|NA|NA|1.0
13515117|M|-1.0|0,0,0|2.0|2|0,0|1|1|房地产/装修/物业|-1|0|0,0|0|0|2|2.0|-1|-1|0|0|2.0
4024777|M|0.0|0,0,0|-1.0|3|0,0|0|1|自由职业者|1|1|0,1|0|1|3|0.0|3|0|1|0|0.0
14941225|M|-1.0|0,0,0|-1.0|3|0,0|-1|1|教育/培训|-1|0|0,0|1|0|5|2.0|3|-1|NA|1|2.0
23838822|M|2.0|0,0,0|1.0|2|0,0|1|1|自由职业者|-1|0|0,0|0|0|5|2.0|NA|-1|1|-1|2.0
19159396|M|0.0|0,0,0|-1.0|1|0,0|0|1|计算机/互联网/IT|-1|0|1,1|0|NA|5|2.0|3|0|1|0|2.0
31428643|M|0.0|0,0,0|0.0|3|0,0|0|1|教育/培训|-1|NA|1,0|0|NA|5|0.0|3|0|0|0|0.0
13935604|M|2.0|0,0,0|-1.0|3|0,0|0|1|市场拓展|-1|0|1,1|0|0|3|1.0|1|0|1|0|1.0
1401960|M|2.0|0,0,0|0.0|3|0,0|0|1|教育/培训|-1|0|NA||NA|NA|1.0|NA|NA|NA|NA|1.0
20805576|M|2.0|0,0,0|0.0|3|1,0|0|1|教育/培训|1|1|1,0|-1|1|5|1.0|1|0|-1|-1|1.0
19007619|M|-1.0|0,0,0|1.0|2|0,0|-1|1|公关/商务|-1|0|0,0|0|0|3||3|0|0|0|-1.0
11568351|M|0.0|0,0,0|2.0|3|0,0|0|1|公务员/国家干部|-1|0|NA|-1|0|5||1|0|1|0|-1.0
4427496|M|2.0|0,0,0|1.0|2|0,0|-1|1|客户服务/技术支持|-1|0|NA|-1|NA|5|1.0|1|1|1|1|1.0
26867299|M|0.0|0,0,0|-1.0|3|0,0|0|1|人力资源/行政/后勤|-1|0|0,0|-1|0|5|-1.0|1|1|1|0|-1.0
2463460|M|2.0|0,0,0|-1.0|3|0,0|0|1|文学/传媒/影视|-1|0|0,1|0|0|3|1.0|3|-1|0|-1|1.0
12426126|M|2.0|0,0,0|1.0|2|0,0|-1|1|销售|-1|NA|NA|0|NA|5|2.0|1|0|NA|NA|2.0
4499482|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|计算机/互联网/IT|-1|0|0,0|0|0|3|0.0|3|1|1|0|0.0
43604245|M|-1.0|0,0,0|-1.0|3|0,0|0|1|在校学生|1|0|0,0|0|0|3|1.0|1|0|1|1|1.0
1111406|M|2.0|0,0,0|0.0|5|0,0|0|0|教育/培训|-1|0|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
26851489|M|-1.0|0,0,0|1.0|2|0,0|0|1|销售|-1|0|0,1|0|NA|5|0.0|3|1|1|1|0.0
23415537|M|2.0|0,0,0|-1.0|1|1,0|-1|1|保健/美容|-1|0|0,0|0|0|3|1.0|1|-1|0|0|1.0
28417629|M|0.0|0,0,0|-1.0|5|0,0|0|1|教育/培训|1|1|0,1|1|NA|3||NA|0|1|0|-1.0
22947213|M|-1.0|0,0,0|-1.0|1|0,0|0|1|设计/创意|-1|0|0,0|0|NA|5|1.0|1|1|1|0|1.0
30874340|M|-1.0|0,0,0|2.0|2|0,0|-1|1|在校学生|-1|0|1,0|-1|0|2|1.0|1|0|NA|0|1.0
12764062|M|0.0|0,0,0|1.0|2|0,0|0|1|人力资源/行政/后勤|-1|0|1,1|0|0|3|2.0|1|0|1|NA|2.0
1604231|M|1.0|0,0,0|-1.0|2|0,0|0|1|其他|-1|1|NA|1|1|3|2.0|NA|NA|NA|NA|2.0
13757891|M|0.0|0,0,0|1.0|2|0,0|0|1|人力资源/行政/后勤|-1|0|0,1|-1|0|3|0.0|3|1|1|1|0.0
5057710|M|2.0|0,0,0|0.0|3|0,0|0|1|财会/审计/统计|NA|0|NA|0|NA|5|2.0|1|1|1|-1|2.0
11509199|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|销售|-1|0|NA|0|0|5|0.0|3|0|0|0|0.0
14588519|M|2.0|0,0,0|1.0|1|1,1|-1|1|其他|-1|NA|0,0|0|0|2|2.0|1|0|-1|-1|2.0
3639943|M|-1.0|0,0,0|2.0|2|0,0|0|1|人力资源/行政/后勤|NA|NA|NA|-1|NA|NA|1.0|NA|NA|NA|NA|1.0
20973090|M|1.0|0,0,0|-1.0|3|0,0|0|1|计算机/互联网/IT|NA|0|1,0|NA|NA|NA|1.0|3|0|1|NA|1.0
15903373|M|2.0|0,0,0|0.0|1|0,0|-1|1|NA|-1|0|NA|-1|NA|5|0.0|1|1|1|1|0.0
27192740|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|NA|-1|0|0,1|0|NA|3|1.0|1|0|1|1|1.0
21397868|M|1.0|0,0,0|1.0|3|0,0|0|1|普通服务行业|-1|0|1,0|-1|0|5|0.0|1|0|1|1|0.0
26981460|M|1.0|0,0,0|-1.0|3|0,0|0|1|教育/培训|-1|0|0,1|0|0|5||3|1|1|0|-1.0
2894336|M|0.0|0,0,0|1.0|2|0,0|0|1|医疗/护理|-1|0|NA|0|0|5||3|1|1|0|-1.0
16981201|M|0.0|0,0,0|1.0|3|0,0|0|1|教育/培训|-1|0|0,0|0|0|5|1.0|3|1|1|0|1.0
1518056|M|1.0|0,0,0|2.0|3|0,0|0|1|销售|-1|0|NA|NA|NA|NA|2.0|NA|NA|NA|NA|2.0
4902931|M|1.0|0,0,0|1.0|2|0,0|0|1|保健/美容|-1|0|NA|-1|0|5|2.0|3|-1|0|-1|2.0
45631276|M|-1.0|0,0,0|0.0|2|1,1|0|1|教育/培训|-1|0|0,1|-1|0|5|0.0|1|1|0|0|0.0
18890704|M|-1.0|0,0,0|1.0|3|0,0|0|1|金融/证券/投资/保险|-1|0|0,1|0|0|3||1|1|1|0|-1.0
28694549|M|-1.0|0,0,0|2.0|2|0,0|0|1|设计/创意|-1|0|0,0|-1|0|2|2.0|3|1|0|-1|-1.0
3836241|M|0.0|0,0,0|2.0|2|0,0|0|1|其他|-1|0|1,0|1|0|5|2.0|1|-1|1|-1|2.0
111503194|M|-1.0|0,0,0|-1.0|2|0,0|0|1|设计/创意|-1|0|0,1|0|0|5|0.0|3|1|1|1|0.0
3458244|M|2.0|0,0,0|1.0|3|0,0|0|1|教育/培训|-1|0|NA|-1|0|5|0.0|1|0|1|1|0.0
35521553|M|-1.0|0,0,0|2.0|3|0,0|0|1|文学/传媒/影视|-1|0|0,1|-1|0|2|2.0|1|0|1|-1|2.0
3552657|M|2.0|0,0,0|0.0|3|0,0|-1|1|教育/培训|-1|0|0,0|-1|0|5|1.0|3|1|1|0|1.0
1710591|M|0.0|0,0,0|2.0|2|0,0|0|1|设计/创意|-1|0|0,0|1|0|5|2.0|1|-1|1|-1|2.0
14304035|M|0.0|0,0,0|-1.0|2|0,0|0|1|高级管理|-1|0|0,0|-1|0|5|0.0|1|0|0|0|0.0
31792462|M|2.0|0,0,0|2.0|2|1,1|-1|1|私营业主|-1|1|1,1|-1|0|5|2.0|3|1|1|-1|2.0
3216053|M|-1.0|0,0,0|-1.0|1|0,0|0|1|金融/证券/投资/保险|NA|NA|0,0|-1|0|3|0.0|1|0|0|1|0.0
15767476|M|2.0|0,0,0|-1.0|2|1,1|-1|1|自由职业者|-1|0|0,0|1|0|5|0.0|1|0|-1|0|0.0
5617254|M|1.0|0,0,0|-1.0|2|0,0|2|0|采购/贸易|1|0|1,1|0|0|3|2.0|1|-1|1|1|2.0
37683836|M|-1.0|0,0,0|0.0|2|0,0|-1|1|自由职业者|-1|0|NA|-1|0|5|-1.0|1|0|1|-1|-1.0
13495185|M|0.0|0,0,0|2.0|3|0,0|0|1|人力资源/行政/后勤|1|0|0,0|0|0|5|2.0|1|1|1|0|2.0
1401509|M|0.0|0,0,0|-1.0|2|0,0|-1|1|教育/培训|-1|0|NA|0|NA|NA|1.0|NA|NA|NA|NA|1.0
12946106|M|2.0|0,0,0|-1.0|3|0,0|-1|1|NA|NA|NA|NA|-1|0|3|-1.0|1|1|1|NA|0.0
29295618|M|1.0|0,0,0|-1.0|2|0,0|-1|1|财会/审计/统计|-1|0|1,0|0|0|2||3|1|1|1|-1.0
39230945|M|1.0|0,0,0|-1.0|3|0,0|0|1|计算机/互联网/IT|-1|0|0,0|0|0|5|-1.0|1|1|1|0|-1.0
27328801|M|-1.0|0,0,0|-1.0|1|0,0|-1|0|NA|NA|NA|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
1919111|M|2.0|0,0,0|-1.0|2|1,0|1|1|医疗/护理|-1|0|1,0|0|0|5|1.0|1|1|1|0|1.0
1453704|M|0.0|0,0,0|0.0|5|0,0|-1|1|在校学生|-1|0|NA||NA|NA|1.0|NA|NA|NA|NA|1.0
26662878|M|-1.0|0,0,0|2.0|2|0,0|-1|1|教育/培训|-1|0|1,0|-1|0|5|2.0|3|1|1|NA|2.0
18751678|M|-1.0|0,0,0|-1.0|1|0,0|-1|1|销售|-1|0|1,1|1|0|3||3|-1|1|1|-1.0
15730607|M|2.0|0,0,0|2.0|2|1,1|0|1|高级管理|-1|1|NA|NA|0|5|2.0|3|0|-1|1|2.0
27949307|M|2.0|0,0,0|-1.0|5|1,1|0|1|教育/培训|NA|0|NA|-1|NA|5||NA|1|0|NA|-1.0
20773711|M|1.0|0,0,0|-1.0|1|0,0|0|1|餐饮/旅游|-1|0|0,0|0|0|5|-1.0|1|-1|1|0|-1.0
1507179|M|0.0|0,0,0|0.0|1|0,0|0|1|销售|-1|0|1,0|0|1|3|1.0|3|1|1|-1|1.0
2731006|M|2.0|0,0,0|-1.0|2|0,0|0|1|财会/审计/统计|-1|0|NA|0|0|5|0.0|NA|NA|1|-1|0.0
27713582|M|-1.0|0,0,0|-1.0|3|0,0|0|1|交通/运输|-1|0|0,0|0|0|3|0.0|3|1|1|0|0.0
5838389|M|0.0|0,0,0|1.0|3|0,0|-1|1|文学/传媒/影视|-1|0|NA|NA|0|2||1|1|1|1|-1.0
27067485|M|-1.0|0,0,0|1.0|1|0,0|-1|1|销售|-1|0|1,0|0|0|3||3|1|1|0|-1.0
1704183|M|1.0|0,0,0|2.0|3|0,0|-1|1|人力资源/行政/后勤|-1|0|NA|0|0|5|0.0|3|1|NA|NA|0.0
49861478|M|-1.0|0,0,0|1.0|3|0,0|0|1|在校学生|NA|NA|1,1|NA|0|NA||1|-1|1|0|-1.0
19190333|M|0.0|0,0,0|2.0|3|0,0|0|1|公务员/国家干部|-1|0|NA|0|1|3||1|0|1|1|-1.0
17729348|M|0.0|0,0,0|-1.0|2|0,0|-1|1|人力资源/行政/后勤|-1|0|0,0|-1|NA|5|-1.0|3|1|NA|0|-1.0
13923047|M|-1.0|0,0,0|-1.0|2|0,0|0|1|教育/培训|-1|1|0,0|0|0|5|0.0|1|-1|1|-1|0.0
20220750|M|0.0|0,0,0|2.0|1|1,1|-1|1|销售|-1|0|1,1|-1|1|5||3|1|1|0|-1.0
17262704|M|0.0|0,0,0|-1.0|2|0,0|0|1|销售|-1|0|0,0|0|0|3|0.0|1|0|NA|0|0.0
4343893|M|0.0|0,0,0|-1.0|2|0,0|0|1|学术/科研|-1|0|1,0|1|0|3|0.0|1|0|1|1|0.0
12611439|M|-1.0|0,0,0|-1.0|1|0,0|-1|1|其他|-1|0|NA|1|0|3|1.0|1|0|-1|0|1.0
20175477|M|0.0|0,0,0|0.0|2|0,0|-1|1|工程机械|NA|0|1,0|0|0|3|1.0|1|0|1|1|1.0
29664767|M|0.0|0,0,0|0.0|5|0,0|0|1|教育/培训|-1|0|1,0|0|0|2||3|1|NA|0|-1.0
21182868|M|0.0|0,0,0|2.0|2|0,0|0|1|公关/商务|NA|0|0,0|-1|0|5|1.0|NA|NA|1|NA|1.0
2555911|M|1.0|0,0,0|1.0|2|0,0|-1|1|客户服务/技术支持|-1|0|1,0|0|0|3|2.0|1|0|1|1|2.0
31808738|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|在校学生|-1|0|0,1|1|0|5|2.0|1|-1|1|1|2.0
2010165|M|2.0|0,0,0|-1.0|5|0,0|0|1|高级管理|-1|0|NA|NA|NA|NA|1.0|1|1|NA|NA|1.0
1372411|M|2.0|0,0,0|-1.0|3|0,0|-1|1|普通服务行业|-1|0|NA|NA|NA|NA|2.0|NA|NA|NA|NA|2.0
23896735|M|1.0|0,0,0|1.0|5|0,0|0|1|教育/培训|-1|0|0,0|1|NA|5||3|1|1|0|-1.0
3569229|M|0.0|0,0,0|-1.0|2|0,0|0|1|房地产/装修/物业|-1|0|0,0|-1|0|3|-1.0|1|0|1|0|0.0
2748633|M|2.0|0,0,0|-1.0|2|0,0|0|1|文学/传媒/影视|-1|0|NA|NA|NA|NA|2.0|NA|NA|NA|NA|2.0
4422828|M|2.0|0,0,0|2.0|2|1,1|0|1|教育/培训|-1|NA|1,1|2|0|3|2.0|1|1|0|0|2.0
5064286|M|1.0|0,0,0|2.0|2|0,0|-1|1|教育/培训|-1|0|NA|-1|NA|3|1.0|1|1|1|-1|1.0
27372826|M|-1.0|0,0,0|0.0|2|0,0|0|1|技工|-1|0|0,0|0|0|5|1.0|3|0|1|0|1.0
28755023|M|-1.0|0,0,0|1.0|2|0,0|-1|1|在校学生|NA|NA|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
18979614|M|0.0|0,0,0|1.0|3|0,0|-1|1|NA|NA|NA|NA|-1|NA|NA||NA|-1|1|0|-1.0
42269438|M|-1.0|0,0,0|-1.0|1|0,0|0|1|销售|-1|0|1,0|-1|0|5|0.0|3|0|1|1|0.0
26501279|M|-1.0|0,0,0|0.0|1|0,0|0|1|采购/贸易|-1|0|0,0|-1|0|2|-1.0|1|0|1|1|0.0
12463603|M|1.0|0,0,0|1.0|5|0,0|-1|1|其他|-1|0|0,1|0|0|5|2.0|3|1|1|0|2.0
17047458|M|2.0|0,0,0|-1.0|1|0,0|-1|1|其他|-1|0|0,0|0|0|2|0.0|NA|0|0|0|0.0
42334243|M|-1.0|0,0,0|1.0|2|0,0|0|1|财会/审计/统计|-1|0|0,1|1|0|5|2.0|3|-1|1|0|2.0
1852942|M|0.0|0,0,0|-1.0|3|0,0|0|1|人力资源/行政/后勤|-1|0|0,1|-1|NA|5|0.0|3|0|1|0|0.0
20198106|M|0.0|0,0,0|0.0|2|0,0|-1|1|市场拓展|-1|0|0,1|-1|0|5|0.0|1|0|1|NA|0.0
2452196|M|1.0|0,0,0|-1.0|2|0,0|0|1|销售|-1|0|NA|0|NA|NA|-1.0|NA|NA|NA|NA|-1.0
3628850|M|0.0|0,0,0|2.0|3|0,0|0|1|其他|-1|0|NA|-1|NA|NA|0.0|NA|NA|NA|NA|0.0
20145774|M|-1.0|0,0,0|2.0|2|0,0|1|1|其他|-1|1|1,0|0|0|3|2.0|3|-1|1|1|2.0
82403019|M|0.0|0,0,0|2.0|3|0,0|-1|0|法律|-1|0|1,0|1|1|5||1|NA|1|0|-1.0
1808523|M|2.0|0,0,0|1.0|3|0,0|0|1|计算机/互联网/IT|-1|0|NA|NA|NA|5|0.0|3|0|0|0|0.0
2833041|M|0.0|0,0,0|0.0|1|0,0|0|1|设计/创意|-1|0|NA|0|1|3|1.0|3|1|1|0|1.0
18930717|M|-1.0|0,0,0|1.0|2|0,0|0|0|财会/审计/统计|1|0|1,0|0|NA|5|1.0|3|1|NA|-1|1.0
2254643|M|1.0|0,0,0|-1.0|3|0,0|0|0|教育/培训|NA|NA|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
16181050|M|2.0|0,0,0|-1.0|1|1,1|-1|0|其他|-1|0|1,0|1|NA|5||3|1|0|0|-1.0
28883077|M|-1.0|0,0,0|1.0|1|0,0|0|1|教育/培训|-1|0|1,1|1|1|5|2.0|1|0|1|0|2.0
1301891|M|0.0|0,0,0|1.0|2|1,1|0|1|仓储/物流|-1|0|0,0|-1|0|5|-1.0|1|0|1|1|0.0
23354684|M|2.0|0,0,0|-1.0|3|0,0|0|1|财会/审计/统计|-1|0|0,0|-1|0|5|0.0|3|1|0|0|0.0
12319363|M|-1.0|0,0,0|1.0|2|0,0|-1|1|餐饮/旅游|-1|0|0,0|0|NA|5||1|0|0|1|-1.0
13437870|M|0.0|0,0,0|-1.0|1|0,0|-1|1|其他|NA|0|0,0|-1|0|3|0.0|-5|0|0|-1|0.0
3451000|M|-1.0|0,0,0|1.0|3|0,0|0|1|设计/创意|-1|0|1,1|-1|0|5|0.0|1|1|1|0|0.0
14063218|M|0.0|0,0,0|-1.0|4|0,0|1|1|人力资源/行政/后勤|-1|0|NA|NA|NA|3||3|0|0|-1|-1.0
14281484|M|-1.0|0,0,0|-1.0|2|0,0|-1|0|NA|NA|NA|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
1999531|M|0.0|0,0,0|-1.0|3|0,0|-1|1|其他|-1|0|NA|-1|NA|NA|0.0|NA|NA|NA|NA|0.0
25882926|M|2.0|0,0,0|-1.0|3|1,0|-1|1|其他|-1|0|0,0|-1|0|5|0.0|1|-1|1|0|0.0
4480754|M|1.0|0,0,0|1.0|2|0,0|-1|0|NA|NA|NA|NA|NA|NA|NA||NA|NA|NA|NA|-1.0
16699174|M|1.0|0,0,0|1.0|1|1,0|-1|1|保健/美容|-1|0|1,0|0|1|5|1.0|3|0|0|0|1.0
5315080|M|1.0|0,0,0|-1.0|2|0,0|1|1|其他|-1|0|1,0|-1|0|5|1.0|1|1|1|-1|1.0
22012042|M|-1.0|0,0,0|2.0|2|0,0|1|1|私营业主|1|1|0,0|0|0|2||1|0|1|0|-1.0
2505313|M|2.0|0,0,0|1.0|2|1,1|0|1|人力资源/行政/后勤|-1|0|1,1|1|0|5|1.0|1|0|0|1|1.0
1386720|M|1.0|0,0,0|-1.0|2|0,0|-1|1|金融/证券/投资/保险|-1|0|NA|0|NA|NA|0.0|NA|NA|NA|NA|0.0
28677820|M|-1.0|0,0,0|0.0|1|0,0|0|1|NA|-1|0|0,0|-1|0|5|-1.0|1|0|1|0|-1.0
16430833|M|0.0|0,0,0|1.0|3|0,0|0|1|人力资源/行政/后勤|NA|NA|1,0|0|0|5||NA|NA|NA|NA|-1.0
12398677|M|2.0|0,0,0|-1.0|2|1,1|-1|1|保健/美容|-1|0|0,1|0|0|5|0.0|1|1|1|1|0.0
20436919|M|0.0|0,0,0|-1.0|1|0,0|0|1|保健/美容|-1|0|0,0|NA|0|5||3|1|1|NA|-1.0
5005750|M|1.0|0,0,0|1.0|2|0,0|0|1|设计/创意|1|0|0,0|0|0|3|1.0|NA|-1|1|0|1.0
14636788|M|0.0|0,0,0|0.0|3|0,0|0|1|人力资源/行政/后勤|-1|0|1,0|-1|0|3|0.0|1|1|1|0|0.0
16230680|M|0.0|0,0,0|2.0|2|0,0|-1|1|房地产/装修/物业|NA|NA|NA|0|NA|5||3|1|NA|NA|-1.0
11889719|M|2.0|0,0,0|2.0|3|0,0|0|1|房地产/装修/物业|NA|NA|NA|NA|NA|NA|2.0|NA|NA|NA|NA|2.0
14266453|M|1.0|0,0,0|1.0|2|0,0|-1|1|销售|NA|0|0,0|0|0|5|0.0|3|1|1|-1|0.0
1755319|M|1.0|0,0,0|2.0|3|0,0|1|1|其他|1|0|NA|NA|NA|3|2.0|1|NA|1|1|2.0
2011781|M|2.0|0,0,0|-1.0|5|0,0|0|1|其他|-1|0|NA|NA|NA|NA|1.0|3|NA|NA|NA|1.0
19267192|M|0.0|0,0,0|2.0|3|0,0|0|1|客户服务/技术支持|-1|0|0,1|-1|0|5|2.0|3|-1|1|0|2.0
25571345|M|2.0|0,0,0|-1.0|1|1,1|-1|1|能源/地质勘查|-1|1|0,1|-1|0|3||1|1|0|0|-1.0
52521294|M|-1.0|0,0,0|1.0|3|0,0|0|1|人力资源/行政/后勤|-1|0|0,0|0|0|5||3|1|1|1|-1.0
38961898|M|-1.0|0,0,0|0.0|2|0,0|0|1|采购/贸易|-1|0|0,1|-1|NA|5|0.0|NA|NA|1|0|0.0
29358481|M|-1.0|0,0,0|2.0|3|0,0|0|1|其他|-1|1|0,1|-1|0|5|1.0|1|-1|0|0|1.0
2626394|M|0.0|0,0,0|-1.0|2|0,0|0|1|其他|-1|0|NA|0|0|1|0.0|3|1|1|1|0.0
1431951|M|1.0|0,0,0|-1.0|2|0,0|0|1|设计/创意|-1|0|NA|-1|NA|5|0.0|1|-1|1|-1|0.0
13159816|M|-1.0|0,0,0|1.0|3|0,0|-1|1|采购/贸易|NA|NA|0,0|0|0|3|1.0|3|1|1|0|1.0
13365852|M|-1.0|0,0,0|1.0|2|0,0|0|1|仓储/物流|NA|NA|0,1|0|0|5|1.0|NA|NA|1|NA|1.0
16916793|M|2.0|0,0,0|-1.0|3|1,0|1|1|法律|-1|1|0,0|0|0|5|2.0|3|0|0|0|2.0
37260749|M|-1.0|0,0,0|1.0|3|0,0|1|1|设计/创意|-1|0|0,1|0|0|3||3|-1|1|0|-1.0
33170827|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|在校学生|-1|0|1,0|-1|0|5|2.0|1|1|1|1|2.0
2091609|M|-1.0|0,0,0|1.0|3|0,0|-1|0|在校学生|-1|0|1,1|-1|0|5|0.0|3|NA|0|1|0.0
20804462|M|2.0|0,0,0|0.0|2|1,1|0|1|通信技术|-1|0|0,1|0|0|3|1.0|-1|0|1|0|1.0
4978964|M|2.0|0,0,0|-1.0|2|0,0|1|1|保健/美容|-1|0|1,0|1|0|5|1.0|3|0|1|1|1.0
27265965|M|-1.0|0,0,0|0.0|2|0,0|0|1|医疗/护理|NA|1|0,0|0|0|3||3|0|1|-1|-1.0
24688178|M|2.0|0,0,0|-1.0|1|0,0|0|1|生产/加工/制造|NA|0|0,0|0|NA|5||NA|0|NA|NA|-1.0
5038236|M|1.0|0,0,0|1.0|3|0,0|0|1|设计/创意|NA|NA|1,0|0|NA|其它|1.0|3|1|1|0|1.0
49199398|M|-1.0|0,0,0|2.0|3|0,0|1|1|金融/证券/投资/保险|-1|0|1,0|-1|0|2|2.0|3|1|0|-1|2.0
2042296|M|-1.0|0,0,0|2.0|3|0,0|-1|1|财会/审计/统计|-1|0|NA|-1|NA|NA|1.0|NA|NA|NA|NA|1.0
16680114|M|-1.0|0,0,0|-1.0|2|0,0|-1|1|教育/培训|-1|0|0,0|-1|0|3|0.0|1|-1|1|0|0.0
3441141|M|-1.0|0,0,0|2.0|2|0,0|-1|1|计算机/互联网/IT|-1|0|NA|0|NA|5|0.0|NA|NA|NA|NA|0.0
2960871|M|2.0|0,0,0|2.0|2|0,0|-1|1|教育/培训|-1|0|1,0|0|0|3|2.0|3|1|1|0|2.0
15777065|M|1.0|0,0,0|-1.0|3|0,0|0|0|公务员/国家干部|NA|0|1,0|1|0|3|-1.0|3|-1|1|0|0.0
13428347|M|0.0|0,0,0|2.0|2|0,0|-1|1|房地产/装修/物业|-1|0|0,0|0|1|5|2.0|3|0|1|0|2.0
22053380|M|-1.0|0,0,0|0.0|1|0,0|-1|1|房地产/装修/物业|-1|0|NA|0|NA|NA||3|1|NA|NA|-1.0
16555031|M|1.0|0,0,0|0.0|2|0,0|0|1|采购/贸易|-1|0|0,1|0|NA|2|1.0|1|1|1|1|1.0
11995838|M|1.0|0,0,0|1.0|3|0,0|0|0|教育/培训|NA|NA|0,1|NA|NA|5|1.0|NA|NA|NA|NA|1.0
