id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where0|where1|marriage0|marriage1|look0|look1|where2
3180773|F|30|160|5|-1|1|0|0|0|0|0|3|0|1|0|24.0|0|0|0|0|0|0|0
29582328|F|32|160|3|0|0|0|0|0|1|2|0|1|1|1|-1.0|0|1|0|0|0|0|3
33968612|F|23|160|2|-1|0|0|0|-1|0|0|0|-1|1|0|-1.0|0|0|0|0|0|0|3
1525212|F|33|170|3|0|1|-1|0|0|1|5|3|1|1|-1|28.0|0|0|0|0|1|0|0
8723652|F|41|157|5|0|1|-1|0|0|0|5|3|0|1|0|23.5|1|0|0|0|1|0|3
2190769|F|31|155|2|-1|1|-1|0|1|0|5|3|1|1|0|27.5|0|0|0|0|0|0|0
3476787|F|31|160|2|0|1|1|0|0|0|0|0|0|0|0|23.0|0|0|0|0|0|0|0
12512133|F|31|152|3|-1|1|0|0|0|0|0|1|0|0|0|50.0|0|0|0|0|0|0|0
27806221|F|25|158|3|0|0|-1|0|0|0|5|3|-1|0|0|-1.0|-1|-1|0|0|0|0|1
7262900|F|28|158|2|0|1|0|0|0|0|5|3|1|0|-1|22.5|0|0|0|0|0|0|0
3379419|F|28|170|3|1|1|-1|1|-1|0|5|1|0|1|-1|27.5|0|0|0|0|0|0|0
3890100|F|29|168|3|-1|1|-1|0|0|0|2|3|0|0|0|27.5|0|1|0|0|0|0|3
5239817|F|29|158|3|1|1|-1|1|-1|0|5|3|0|0|-1|24.0|0|0|0|0|0|1|0
20253919|F|40|167|2|0|0|-1|0|0|0|5|0|-1|0|1|29.5|-1|-1|0|0|0|0|1
22713629|F|27|165|2|0|1|-1|0|0|0|5|3|-1|1|0|-1.0|0|0|0|0|0|1|0
1803970|F|34|167|2|0|1|-1|0|-1|0|5|1|1|0|1|28.0|0|0|0|0|0|1|3
19514854|F|36|158|2|0|1|-1|0|-1|0|2|3|1|1|1|23.0|0|-1|0|0|0|0|4
51179504|F|26|164|2|-1|0|-1|0|1|0|5|1|0|0|0|27.5|1|1|0|0|0|1|3
31507214|F|28|160|2|0|1|-1|0|0|1|5|1|-1|1|0|26.0|1|0|0|0|1|0|3
1096411|F|39|164|3|0|1|-1|1|0|0|0|3|0|0|0|-1.0|1|0|0|0|0|0|4
1403402|F|34|160|2|-1|1|-1|0|0|0|0|0|0|0|0|22.5|1|0|0|0|0|0|3
5119766|F|28|167|2|-1|1|-1|0|0|1|5|3|0|1|-1|25.0|0|-1|0|0|1|0|4
28548681|F|29|155|2|0|1|-1|0|0|0|5|1|0|1|0|23.0|0|0|0|0|0|0|3
4811032|F|33|158|3|0|1|0|0|0|0|3|1|1|1|0|26.0|0|-1|0|0|1|0|3
20681286|F|39|162|3|1|1|0|0|-1|0|5|3|1|0|0|24.0|1|0|1|1|1|0|3
22441053|F|26|155|1|-1|1|-1|0|0|0|5|1|0|0|1|25.0|0|-1|0|0|0|0|4
14080798|F|32|160|2|-1|1|-1|0|-1|0|3|3|0|1|0|23.0|1|0|1|0|1|0|3
3599929|F|36|168|2|1|1|-1|0|-1|1|5|3|0|1|0|27.5|0|1|0|0|0|0|3
4535152|F|32|155|3|1|1|-1|0|0|0|3|1|0|1|0|25.0|0|-1|0|0|0|1|4
1315660|F|35|162|3|-1|1|0|0|0|0|0|0|0|0|0|24.0|0|-1|0|0|0|1|4
25518761|F|31|161|3|1|1|1|1|0|0|3|-1|-1|0|0|-1.0|0|0|0|0|0|1|0
3986617|F|34|169|3|2|0|1|1|-1|0|5|3|0|1|0|29.0|0|0|0|0|0|0|0
1227957|F|36|164|5|0|1|-1|1|0|0|0|0|0|0|0|26.5|1|0|0|0|0|0|3
14399375|F|28|165|5|-1|1|0|0|0|0|5|0|1|1|0|23.5|0|0|0|0|1|0|0
26342532|F|27|164|3|0|1|-1|0|0|0|3|3|1|1|0|26.5|0|0|0|0|0|0|0
29525450|F|30|155|5|1|1|-1|0|-1|0|5|1|0|1|0|20.5|0|0|0|0|0|0|0
33882391|F|29|164|3|0|1|-1|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|1|0|0
5290822|F|30|162|1|0|1|-1|0|0|0|2|3|1|1|0|23.0|0|0|0|0|0|0|0
21828798|F|42|163|3|1|0|0|0|0|0|0|0|0|0|0|-1.0|1|0|1|0|0|0|3
11777409|F|35|160|1|-1|1|0|0|0|1|5|1|1|1|1|28.0|0|0|0|0|0|0|0
27954569|F|26|160|2|0|1|1|1|0|0|5|1|0|0|0|22.5|0|0|0|0|0|0|0
3470053|F|34|158|3|-1|1|-1|0|0|0|5|3|1|1|1|22.5|0|-1|0|0|0|0|4
106395895|F|22|170|2|0|1|-1|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|0|0|3
2247507|F|29|160|1|-1|1|-1|0|0|0|5|0|0|1|1|23.0|0|-1|0|0|0|0|4
1574830|F|33|168|3|-1|1|-1|0|-1|0|2|-1|1|0|-1|24.0|0|0|0|0|0|0|3
3829857|F|36|163|3|0|1|-1|0|-1|1|5|1|-1|1|-1|23.5|1|1|0|0|0|0|3
22832721|F|33|166|2|-1|1|0|0|0|0|0|0|1|0|0|30.0|1|0|1|1|0|1|2
103518909|F|23|161|3|0|1|-1|0|-1|0|3|1|1|1|0|22.5|1|0|0|0|0|0|3
12144857|F|26|150|1|-1|1|-1|0|1|1|2|-4|-1|1|0|22.5|0|0|0|0|0|0|0
9400895|F|31|161|2|-1|1|-1|0|0|0|3|1|-1|1|1|27.5|0|-1|0|0|0|0|1
21903841|F|27|157|1|-1|1|-1|0|1|0|3|3|1|1|1|59.0|-1|-1|0|0|0|0|3
14990506|F|29|160|1|-1|1|-1|0|0|0|3|1|0|1|0|25.0|-1|-1|0|0|0|0|3
24711713|F|30|157|3|0|1|-1|0|0|0|5|3|0|1|0|26.0|1|0|0|0|1|0|2
19117433|F|24|155|1|-1|1|-1|0|0|0|5|3|1|1|1|-1.0|1|0|0|0|0|0|1
4935719|F|35|165|3|1|1|1|1|0|0|5|0|0|1|0|26.0|1|0|0|0|0|0|3
1755983|F|32|170|3|0|1|-1|0|-1|0|0|0|0|1|0|26.0|0|0|0|0|0|0|0
30317936|F|26|162|3|-1|1|-1|0|0|0|2|3|1|1|1|30.0|0|1|0|0|1|1|1
26013777|F|28|155|1|0|1|-1|0|0|0|3|1|-1|1|0|23.0|0|-1|0|0|0|0|4
17691972|F|33|168|2|0|1|-1|0|-1|0|5|3|0|0|0|26.5|0|-1|0|0|0|0|4
22557256|F|33|168|2|1|0|0|0|0|0|0|0|0|0|0|30.0|0|0|0|0|0|0|0
13725941|F|33|168|3|0|1|0|0|1|0|5|0|1|0|0|27.5|0|0|0|0|0|1|3
25508375|F|27|168|2|0|1|-1|0|0|0|5|0|0|0|0|-1.0|-1|1|0|0|0|0|3
27173808|F|26|162|1|-1|1|-1|0|0|0|5|3|0|0|0|24.5|0|-1|0|0|0|0|3
15700167|F|38|155|1|-1|1|-1|0|0|0|5|1|-1|0|0|21.5|0|0|1|0|0|0|1
58282074|F|40|158|1|0|1|-1|0|0|1|3|3|1|-1|0|27.5|0|0|1|1|0|1|0
11602242|F|37|160|2|-1|1|-1|0|0|0|5|1|0|1|1|25.0|-1|1|0|0|0|0|3
13166674|F|30|170|3|-1|0|0|0|0|0|2|1|0|1|1|-1.0|0|0|0|0|0|1|3
39078402|F|29|168|2|0|1|0|0|-1|0|5|0|0|1|0|24.0|1|0|0|0|0|1|3
20968260|F|28|165|3|-1|1|-1|0|0|0|3|1|1|1|1|27.5|0|0|0|0|0|0|3
3387900|F|31|166|3|1|1|1|0|-1|0|0|0|0|0|0|23.0|0|0|0|0|0|0|0
17083661|F|34|167|3|-1|1|0|0|0|0|5|0|0|1|1|-1.0|0|0|0|0|0|0|0
4753323|F|35|174|2|0|1|1|0|-1|0|5|1|0|1|0|17.666666666666668|1|0|0|0|0|0|3
14260829|F|47|160|2|0|0|1|1|1|0|3|1|0|0|1|29.0|0|-1|1|0|0|1|4
4523189|F|35|167|3|0|1|-1|0|0|1|5|3|0|1|1|26.0|1|1|0|0|0|0|3
1136831|F|31|168|3|0|1|-1|1|-1|0|0|0|0|0|0|26.0|0|1|0|0|0|0|3
3489288|F|35|155|4|0|1|0|1|0|0|0|0|0|0|0|22.0|1|0|0|0|0|0|3
3344700|F|32|168|2|-1|1|-1|0|0|0|0|0|0|1|1|26.5|1|1|0|0|0|0|3
34920095|F|24|160|1|-1|1|-1|0|0|0|5|1|0|1|0|21.0|0|-1|1|0|1|0|1
16220974|F|28|165|3|0|1|-1|0|0|0|0|3|0|1|0|26.0|0|-1|0|0|0|0|4
11565519|F|27|160|2|-1|1|-1|0|0|0|5|1|0|1|1|23.0|0|-1|0|0|0|0|4
1455496|F|32|165|5|0|1|-1|0|0|0|0|1|-1|0|-1|32.5|0|0|0|0|0|0|0
1310353|F|39|155|3|1|1|1|1|0|0|5|1|1|0|0|24.0|-1|-1|1|0|0|1|3
111231333|F|19|162|1|0|1|0|0|0|0|5|3|1|0|0|26.5|1|0|0|0|0|0|3
20267532|F|32|162|1|-1|0|-1|0|0|1|5|1|0|1|0|27.5|0|-1|1|1|1|0|4
1099804|F|30|157|1|1|0|0|0|1|1|0|-5|-4|0|1|50.0|0|0|1|1|0|0|0
14171498|F|31|160|2|-1|1|-1|0|1|0|3|1|1|0|1|27.5|0|0|0|0|1|0|0
25722155|F|25|160|2|-1|1|-1|0|0|0|3|3|0|1|1|23.0|1|0|0|0|0|0|3
1483250|F|49|170|5|1|1|-1|1|0|0|0|0|0|0|1|34.0|0|-1|1|1|0|0|4
1441862|F|32|162|3|-1|1|-1|0||0|0|0|0|0|0|26.5|0|1|0|0|0|0|4
13157946|F|34|152|1|-1|1|-1|0|0|0|3|3|0|1|1|22.5|0|-1|0|0|0|0|1
11767634|F|35|160|1|-1|1|1|1|0|0|2|1|0|1|-1|24.0|1|1|0|0|0|0|3
15164660|F|31|155|3|0|1|-1|0|0|0|0|3|1|1|0|-1.0|0|0|0|0|0|1|0
1153226|F|31|161|5|-1|1|-1|0|0|0|0|0|0|0|0|24.5|0|0|0|0|0|0|0
5347912|F|32|162|2|-1|1|-1|0|1|0|0|-1|1|0|0|-1.0|0|0|0|0|0|0|3
28808779|F|27|170|2|-1|1|-1|0|-1|0|5|3|-1|1|0|25.0|0|1|0|0|0|0|1
28995338|F|26|158|1|-1|0|-1|0|0|0|5|1|1|1|1|25.0|0|-1|0|0|0|1|3
27008066|F|29|165|2|0|1|-1|0|0|0|5|3|1|1|0|-1.0|0|0|0|0|0|0|1
2771802|F|29|163|3|1|1|-1|0|1|0|3|1|0|1|0|26.5|0|0|0|0|0|0|0
50291331|F|22|166|3|-1|1|-1|0|0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|3
28859125|F|27|164|3|0|0|-1|0|0|0|5|1|0|1|0|24.0|-1|-1|0|0|0|1|1
13650781|F|29|167|3|0|1|0|0|0|0|0|3|1|1|0|27.5|0|0|0|0|0|0|0
2269966|F|28|163|2|0|1|-1|0|0|0|0|0|0|0|0|25.0|0|-1|0|0|0|0|4
15382353|F|34|170|2|-1|1|1|1|-1|0|5|1|1|1|0|55.0|1|0|1|1|1|1|2
2309525|F|32|160|2|-1|1|-1|0|1|0|3|3|1|1|0|25.0|0|-1|0|0|0|0|4
17934060|F|31|160|2|-1|1|-1|0|-1|0|3|1|0|1|1|21.0|0|-1|0|0|0|1|1
1722978|F|36|168|3|0|1|-1|0|-1|0|0|0|0|0|0|26.5|-1|1|1|0|0|0|2
14233921|F|52|169|2|-1|1|0|1|-1|0|5|3|0|0|0|29.0|1|0|1|1|1|0|1
5041468|F|39|163|1|0|1|-1|1|0|0|0|0|0|0|0|31.0|0|0|1|1|0|0|1
3541460|F|27|160|2|-1|1|-1|0|0|0|3|1|1|0|0|24.5|0|0|0|0|1|0|0
24606594|F|29|160|3|0|1|0|0|0|0|5|1|1|0|0|23.5|-1|1|0|0|0|0|3
12023166|F|29|164|5|-1|1|-1|0|-1|0|5|3|0|1|0|23.0|-1|-1|0|0|0|1|3
22460787|F|43|160|2|-1|1|0|0|0|0|5|3|1|0|0|29.0|1|0|1|1|0|1|2
1065056|F|27|160|1|0|1|-1|0|1|0|5|1|-1|1|1|25.0|0|-1|0|0|0|0|4
3552532|F|37|165|3|0|1|-1|0|1|0|3|1|-1|1|1|31.5|0|-1|0|0|1|0|3
14246945|F|42|161|2|0|1|0|1|0|0|5|3|0|0|0|29.0|0|0|1|1|0|1|1
51417334|F|26|168|3|0|1|-1|0|0|0|5|1|0|0|0|25.0|0|0|1|0|0|0|0
2529158|F|39|165|2|0|1|-1|0|0|0|3|3|1|1|0|30.0|1|0|1|0|0|0|3
1809637|F|37|158|3|-1|1|-1|0|0|0|0|0|0|0|0|23.5|1|0|0|0|0|0|3
41260221|F|28|160|3|0|0|0|0|0|0|0|0|0|0|0|-1.0|0|0|0|0|0|0|0
30741033|F|28|160|1|-1|0|-1|0|-1|0|5|3|1|0|1|22.5|1|0|0|0|0|0|3
2692614|F|35|165|2|0|1|-1|0|1|0|3|0|0|0|0|33.0|0|0|0|0|0|0|0
4659348|F|30|165|1|0|1|-1|0|1|0|5|1|-1|1|0|35.0|0|-1|0|0|1|1|1
19102006|F|26|158|2|0|1|1|0|-1|0|5|1|0|1|1|24.0|1|0|0|0|0|0|2
3113734|F|31|163|3|0|1|0|0|0|0|0|0|0|0|0|-1.0|0|-1|0|0|0|0|3
60447011|F|24|158|3|1|1|-1|0|0|0|2|3|-1|1|0|22.5|-1|-1|0|0|1|0|3
