id|gender_x|age_x|height_x|edu_x|salary_x|nation_x|car_x|house_x|body_x|face_x|hair_x|smoke_x|drink_x|child_x|parent_x|bmi_x|where0_x|where1_x|marriage0_x|marriage1_x|look0_x|look1_x|where2_x|gender_y|age_y|height_y|edu_y|salary_y|nation_y|car_y|house_y|body_y|face_y|hair_y|smoke_y|drink_y|child_y|parent_y|bmi_y|where0_y|where1_y|marriage0_y|marriage1_y|look0_y|look1_y|where2_y
25324119|F|31|163|1|0.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|1|1|0|0|0|1|M|32|170|-2|0|1|-1|1|-1.0|0|0|3|-1|0|0|27.5|0|1|1|1|0|0|1
2768032|F|38|155|2|-1.0|1|-1|0|0.0|0|5|0|0|0|0|24.5|0|0|1|0|0|0|0|M|59|168|0|2|1|1|1|2.0|0|0|3|0|0|0|32.5|0|0|1|1|0|0|0
1602360|F|30|170|3|0.0|1|-1|0|0.0|0|0|0|0|0|0|27.5|0|0|0|0|0|0|0|M|34|180|-1|0|1|-1|0|2.0|0|0|0|0|0|0|25.0|0|0|0|0|0|0|0
1599213|F|29|165|2|0.0|1|-1|0|-1.0|1|5|3|0|1|1|23.5|0|-1|0|0|0|0|4|M|29|178|0|0|1|-1|0|0.0|0|0|3|0|1|1|21.0|-1|-1|0|0|1|1|1
36613851|F|28|157|2|-1.0|1|-1|0|-1.0|0|2|1|0|1|1|23.0|0|-1|0|0|0|0|1|M|27|176|-1|0|1|-1|0|-1.0|1|0|-4|0|0|0|21.666666666666668|0|-1|0|0|0|0|1
15148045|F|51|161|3|-1.0|1|-1|0|0.0|0|3|1|1|0|1|26.5|-1|1|1|1|0|0|1|M|63|178|-1|0|0|0|0|0.0|0|0|0|0|0|0|-1.0|-1|1|1|0|0|0|1
27180512|F|25|166|2|0.0|1|-1|0|0.0|0|3|1|1|1|1|-1.0|1|0|0|0|0|0|2|M|26|172|-1|0|1|-1|0|0.0|0|-1|3|-1|0|-1|33.0|1|0|0|0|1|1|2
3334384|F|34|160|2|0.0|1|-1|0|-1.0|0|5|3|1|1|0|23.0|1|0|0|0|0|0|3|M|36|177|0|0|1|-1|1|0.0|0|0|-1|0|0|0|23.333333333333332|1|0|0|0|0|0|3
2514512|F|38|158|3|-1.0|1|-1|1|0.0|0|0|1|0|0|0|26.0|-1|-1|1|1|0|0|1|M|44|172|-1|0|1|0|1|2.0|0|0|-4|1|0|0|36.0|-1|-1|1|1|0|0|1
5009600|F|29|169|2|0.0|1|-1|0|1.0|0|3|1|0|1|1|37.5|1|0|0|0|0|0|3|M|34|173|-1|0|1|-1|1|0.0|1|0|1|0|1|0|35.0|1|0|0|0|0|1|3
18213823|F|30|165|2|0.0|1|-1|0|0.0|0|5|1|1|1|0|26.5|1|0|0|0|1|0|2|M|32|183|0|1|0|-1|1|-1.0|0|0|1|0|1|0|24.0|1|0|0|0|0|0|2
3418221|F|31|158|3|1.0|1|-1|1|-1.0|0|5|1|-1|1|0|20.5|0|-1|0|0|0|0|4|M|33|172|0|1|1|-1|0|0.0|0|0|0|0|1|0|-1.0|0|-1|0|0|0|0|4
2787928|F|32|171|3|-1.0|1|-1|1|-1.0|1|5|-4|-1|0|-1|25.0|0|0|0|0|0|0|0|M|46|180|0|3|0|1|1|2.0|1|0|-5|-1|0|-1|26.0|0|0|0|0|0|1|0
18778132|F|42|158|2|-1.0|1|-1|0|-1.0|0|5|1|-1|0|0|23.0|1|0|1|0|1|0|3|M|43|172|0|1|1|0|0|2.0|0|0|1|0|1|0|31.0|1|0|1|0|0|1|3
11837186|F|42|157|2|-1.0|1|-1|1|0.0|0|5|1|1|-1|-1|27.5|0|1|1|1|0|1|3|M|43|176|-1|0|0|0|1|0.0|1|0|-1|1|1|0|26.0|0|1|1|0|1|1|3
4790661|F|34|163|5|1.0|1|-1|0|0.0|0|5|3|1|1|0|27.5|0|0|0|0|1|0|0|M|34|179|0|1|1|1|1|2.0|0|0|-4|-1|1|1|25.0|0|0|0|0|1|1|0
21672655|F|27|160|1|-1.0|1|-1|0|0.0|0|0|3|1|0|0|27.0|0|1|0|0|0|0|1|M|30|181|-1|0|1|-1|0|0.0|1|0|-1|1|1|0|21.666666666666668|0|0|0|0|0|0|0
2301108|F|33|165|3|-1.0|1|0|0|0.0|0|0|0|0|0|0|-1.0|0|0|0|0|0|0|0|M|36|180|0|0|1|-1|0|2.0|0|0|0|0|0|0|30.0|0|0|0|0|0|0|0
27423279|F|25|158|3|-1.0|1|-1|1|-1.0|0|5|3|0|0|1|-1.0|-1|1|0|0|0|0|1|M|29|175|-1|0|1|-1|1|2.0|0|0|-4|0|1|0|25.0|-1|1|0|0|0|1|3
25230672|F|32|168|2|-1.0|1|-1|0|1.0|0|5|3|0|0|0|31.5|1|1|0|0|0|1|3|M|33|181|-1|0|1|-1|0|-1.0|0|0|-4|1|0|1|21.666666666666668|1|1|1|0|1|1|3
25306725|F|42|163|2|-1.0|1|0|0|0.0|0|5|1|1|-1|0|-1.0|-1|-1|1|1|1|1|1|M|57|171|-1|3|0|0|1|2.0|0|-2|3|1|1|0|41.5|0|0|1|0|0|1|0
