id|gender_x|age_x|height_x|edu_x|salary_x|nation_x|car_x|house_x|body_x|face_x|hair_x|smoke_x|drink_x|child_x|parent_x|bmi_x|where0_x|where1_x|marriage0_x|marriage1_x|look0_x|look1_x|where2_x|gender_y|age_y|height_y|edu_y|salary_y|nation_y|car_y|house_y|body_y|face_y|hair_y|smoke_y|drink_y|child_y|parent_y|bmi_y|where0_y|where1_y|marriage0_y|marriage1_y|look0_y|look1_y|where2_y
23526478|F|24|160|2|0.0|1|-1|0|0.0|0|3|1|1|1|1|27.5|1|0|0|0|0|1|1|M|32|170|0|0|1|-1|1|1.0|0|0|1|0|1|0|35.0|1|0|0|0|0|0|1
45731093|F|26|168|1|0.0|1|0|0|0.0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|3|M|27|171|0|1|1|-1|1|0.0|0|0|-1|0|0|0|32.5|-1|1|0|0|1|1|2
12185278|F|27|160|2|0.0|1|-1|0|0.0|0|5|3|1|1|1|24.0|0|0|0|0|1|0|0|M|31|177|-1|0|1|-1|0|2.0|1|-1|-1|0|1|0|23.333333333333332|0|0|0|0|1|1|0
36212086|F|27|160|2|0.0|1|-1|0|-1.0|0|2|3|1|1|0|-1.0|0|0|0|0|0|0|3|M|35|172|-2|-1|1|0|0|0.0|0|0|0|0|0|0|32.5|0|0|1|1|0|0|1
1211044|F|42|160|2|0.0|1|-1|0|0.0|0|0|0|0|0|0|27.5|1|0|1|0|0|0|3|M|42|178|0|2|1|1|1|2.0|0|0|0|0|0|0|23.333333333333332|1|0|1|1|0|0|2
21027544|F|37|158|2|0.0|0|1|0|0.0|0|5|3|0|0|0|-1.0|0|-1|1|1|0|1|1|M|41|165|0|0|1|1|1|2.0|1|-1|1|0|0|0|31.5|0|-1|1|1|1|1|1
2405397|F|29|160|2|-1.0|1|0|0|0.0|0|3|3|1|0|0|25.5|1|0|0|0|0|0|2|M|32|171|0|0|1|-1|0|-1.0|0|0|-1|0|0|0|31.0|0|0|0|0|0|0|0
12201577|F|33|155|2|0.0|1|1|1|0.0|0|5|1|1|0|0|22.0|0|0|0|0|0|0|0|M|38|170|0|3|1|1|0|0.0|0|-1|0|0|0|0|31.0|0|0|1|1|1|1|0
30213170|F|32|156|2|0.0|1|0|0|0.0|0|5|1|1|1|0|26.5|0|0|1|0|0|1|0|M|36|173|0|1|1|0|0|2.0|0|0|-4|0|1|0|37.5|1|0|0|0|0|0|2
32880703|F|27|162|3|0.0|1|0|0|0.0|0|5|3|1|0|0|-1.0|1|0|0|0|0|0|3|M|29|180|-1|0|1|1|1|0.0|0|0|-1|0|1|0|23.333333333333332|1|0|0|0|0|0|3
13401586|F|33|165|2|0.0|1|-1|0|1.0|0|3|1|-1|1|-1|27.5|0|0|0|0|1|1|0|M|40|170|-1|-1|1|0|0|2.0|0|0|3|-1|0|0|34.5|-1|-1|1|0|0|0|3
1405673|F|32|158|1|-1.0|1|0|0|-1.0|0|5|0|0|1|1|22.5|0|0|0|0|1|0|1|M|40|165|0|1|1|-1|1|0.0|0|0|1|0|1|0|30.0|0|0|0|0|1|1|1
7939991|F|31|165|2|0.0|1|-1|0|0.0|0|5|3|1|1|1|27.5|0|0|0|0|1|0|3|M|36|180|-1|0|0|0|0|2.0|0|0|0|0|1|1|26.666666666666668|0|0|0|0|0|0|3
3049404|F|27|165|2|-1.0|1|-1|0|0.0|0|0|0|0|0|0|27.5|1|0|0|0|0|0|3|M|29|163|0|1|1|-1|0|0.0|0|0|0|0|0|0|27.5|1|0|0|0|0|0|2
5319207|F|25|163|2|-1.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|-1|0|0|0|0|4|M|28|177|0|1|1|1|1|0.0|1|0|1|0|1|0|22.666666666666668|1|0|0|0|1|1|3
64240923|F|20|160|1|-1.0|1|-1|0|0.0|0|5|3|-1|0|1|30.0|1|0|0|0|0|0|2|M|24|167|-2|1|1|-1|0|0.0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|2
12383257|F|35|158|2|0.0|0|-1|0|0.0|0|3|1|1|1|0|24.5|0|0|0|0|0|0|0|M|34|172|-1|0|1|-1|1|0.0|0|0|-2|0|1|0|35.0|0|0|0|0|1|1|0
14067767|F|44|160|3|0.0|1|0|1|0.0|0|5|1|1|0|0|24.0|-1|-1|1|0|0|1|3|M|50|181|0|2|1|0|1|2.0|0|0|-4|0|0|0|26.666666666666668|-1|-1|1|1|0|1|3
3782968|F|30|172|2|0.0|1|0|0|0.0|0|0|0|-1|0|0|25.0|1|0|1|0|0|0|3|M|32|185|-1|0|1|-1|1|-1.0|0|0|3|-1|1|0|21.666666666666668|1|0|0|0|0|0|3
11936741|F|32|161|5|2.0|1|-1|0|0.0|1|3|3|0|1|0|25.0|0|0|0|0|0|0|0|M|35|174|0|0|1|-1|1|0.0|0|-1|1|0|1|0|21.333333333333332|1|1|0|0|0|0|3
43769286|F|27|156|2|0.0|1|-1|0|0.0|0|5|3|1|1|1|-1.0|0|-1|0|0|1|0|1|M|34|173|-2|1|0|-1|1|0.0|0|0|-1|-1|1|0|28.5|0|-1|0|0|0|0|4
74829627|F|20|165|3|0.0|1|1|0|-1.0|0|3|3|1|0|0|26.5|1|0|0|0|0|0|3|M|23|166|-2|1|0|-1|0|0.0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|3
11626992|F|27|170|3|-1.0|1|-1|0|0.0|0|3|3|0|1|0|29.0|1|0|0|0|0|0|3|M|32|180|-1|0|1|0|0|-1.0|0|0|3|-1|1|1|21.666666666666668|1|0|0|0|0|0|3
19099653|F|29|170|2|0.0|0|-1|0|-1.0|0|0|0|0|1|0|25.0|1|1|0|0|0|0|3|M|28|180|-1|-1|0|-1|0|-1.0|0|0|3|0|1|-1|20.0|1|1|0|0|1|1|3
22387987|F|32|163|2|1.0|1|-1|0|-1.0|1|5|3|1|1|1|23.0|0|-1|0|0|1|0|3|M|35|165|-1|0|1|-1|0|2.0|1|0|-4|0|0|0|31.5|0|-1|0|0|0|0|3
3304981|F|31|163|3|-1.0|1|-1|0|-1.0|0|5|1|-1|1|0|23.0|1|0|0|0|1|0|3|M|39|182|0|2|1|1|1|-1.0|0|0|0|0|1|0|22.0|0|0|0|0|0|0|0
15497960|F|35|157|3|0.0|1|-1|0|1.0|0|3|1|1|1|1|29.0|0|0|0|0|0|1|3|M|36|175|-1|1|1|-1|0|0.0|1|0|3|0|1|0|23.333333333333332|0|0|0|0|0|1|3
51329269|F|21|160|1|0.0|0|0|0|0.0|0|3|0|0|0|0|-1.0|0|-1|0|0|0|0|1|M|27|178|0|0|1|-1|0|0.0|0|-1|3|0|1|-1|21.333333333333332|0|-1|0|0|1|1|1
12260223|F|30|158|2|0.0|0|0|0|0.0|0|0|0|0|1|0|-1.0|0|0|0|0|0|0|1|M|33|130|0|0|1|-1|1|2.0|1|0|-1|-1|1|0|62.0|0|0|0|0|1|1|1
12753114|F|31|160|4|1.0|1|-1|0|-1.0|0|2|3|-1|1|1|23.0|0|-1|0|0|0|1|4|M|32|178|0|2|1|0|0|2.0|0|0|1|0|1|0|20.0|0|-1|0|0|0|0|4
27352952|F|29|163|3|0.0|1|-1|1|1.0|0|1|1|0|1|0|27.0|-1|1|0|0|1|0|2|M|30|174|0|1|1|0|1|0.0|0|0|-4|0|1|1|-1.0|-1|1|0|0|0|0|2
50095294|F|27|165|1|-1.0|1|-1|0|1.0|0|5|1|1|1|1|-1.0|1|0|0|0|0|0|3|M|27|178|-2|0|1|-1|1|0.0|1|0|-4|-1|0|0|23.333333333333332|1|0|0|0|0|0|3
23011994|F|29|162|3|0.0|1|0|0|-1.0|0|3|1|0|1|0|-1.0|0|0|0|0|0|0|0|M|31|175|0|0|1|-1|1|2.0|0|0|3|0|1|0|23.333333333333332|0|0|0|0|0|0|0
12036805|F|28|162|3|1.0|1|-1|0|-1.0|0|5|3|1|1|1|22.0|0|0|0|0|0|0|0|M|31|174|-2|-1|1|-1|0|0.0|0|0|1|0|1|0|23.0|0|0|1|0|0|0|0
41149010|F|24|167|1|0.0|1|-1|0|0.0|1|3|3|1|1|0|27.5|1|0|0|0|0|0|3|M|24|174|-1|0|1|0|0|0.0|0|0|-5|0|0|0|-1.0|1|0|0|0|0|0|3
11671459|F|37|170|3|-1.0|1|-1|0|0.0|0|0|3|1|1|-1|22.5|0|-1|0|0|0|0|4|M|40|175|0|1|1|-1|0|2.0|1|0|-4|0|1|0|25.0|-1|1|0|0|0|0|2
3619717|F|32|163|3|0.0|0|0|0|0.0|0|5|3|1|1|0|-1.0|-1|-1|0|0|1|0|3|M|35|137|0|0|1|-1|0|2.0|1|0|1|0|1|1|65.0|-1|-1|0|0|0|0|3
2663310|F|31|160|2|1.0|1|1|0|0.0|0|3|3|-1|0|0|24.0|1|0|0|0|0|1|3|M|33|173|0|0|1|1|1|-1.0|0|0|-1|0|1|0|31.5|1|0|0|0|1|1|3
16007790|F|28|168|2|0.0|1|0|0|0.0|0|3|3|0|0|0|-1.0|0|0|0|0|1|0|0|M|31|175|0|2|1|1|1|2.0|0|0|-4|0|1|0|24.0|0|0|0|0|1|1|0
40314952|F|31|160|3|1.0|1|-1|0|0.0|0|3|1|0|1|0|26.5|-1|-1|0|0|0|1|3|M|33|173|-1|2|1|1|0|1.0|0|0|-4|0|1|0|40.0|-1|-1|0|0|1|1|3
13887540|F|27|160|1|0.0|1|0|0|0.0|0|0|1|0|0|0|27.0|0|-1|0|0|0|0|1|M|36|163|-1|0|1|0|0|0.0|0|0|0|0|1|1|29.5|0|-1|0|0|1|1|1
2427535|F|33|158|5|0.0|1|-1|0|0.0|0|0|0|0|0|0|24.0|0|0|0|0|0|0|0|M|36|181|0|1|1|-1|1|0.0|1|0|1|0|0|0|24.666666666666668|0|0|0|0|0|0|0
28411196|F|56|160|1|0.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|0|1|0|0|0|0|M|55|170|-2|0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|0|1|0|0|0|0
19318602|F|30|162|3|2.0|1|1|1|1.0|0|2|3|-1|1|-1|25.0|1|1|0|0|0|1|3|M|32|175|2|3|1|1|1|2.0|0|0|1|-1|1|0|25.0|0|0|0|0|1|1|0
3536202|F|30|165|3|0.0|1|-1|0|0.0|0|5|3|1|1|0|27.0|1|0|0|0|1|0|3|M|32|175|0|1|1|-1|1|0.0|0|0|0|0|1|0|22.666666666666668|1|0|0|0|0|0|3
4178044|F|39|160|2|0.0|1|-1|0|-1.0|0|5|1|0|1|0|23.0|0|-1|0|0|0|0|4|M|40|165|-1|0|1|1|1|2.0|1|-1|1|0|1|1|32.0|0|-1|0|0|1|1|4
15593212|F|30|164|2|0.0|1|0|0|-1.0|0|5|1|0|0|0|22.0|-1|-1|0|0|0|0|3|M|31|175|0|0|1|1|1|-1.0|0|0|3|0|0|0|18.666666666666668|-1|-1|0|0|1|1|3
28950909|F|28|169|3|0.0|1|-1|0|-1.0|0|3|3|1|1|0|-1.0|0|1|0|0|0|0|1|M|29|175|0|1|1|0|0|0.0|0|0|0|0|0|0|21.666666666666668|0|1|0|0|0|0|1
36563473|F|23|156|2|-1.0|0|0|0|0.0|0|5|3|0|0|1|23.5|0|0|0|0|0|0|0|M|23|166|-2|-1|1|-1|0|0.0|0|0|3|0|0|1|-1.0|0|0|0|0|1|1|3
19990538|F|30|165|2|0.0|1|-1|0|0.0|0|5|3|0|0|-1|25.0|0|0|0|0|0|0|0|M|34|186|0|0|1|1|1|2.0|1|-1|3|0|1|-1|29.0|0|0|0|0|1|0|0
2331969|F|28|175|2|-1.0|0|0|0|0.0|0|3|1|1|0|0|20.666666666666668|0|0|0|0|0|0|0|M|31|180|0|0|1|-1|0|2.0|1|0|-4|0|1|-1|28.333333333333332|0|0|0|0|0|0|0
27995903|F|30|160|1|1.0|1|-1|0|0.0|0|5|1|1|1|0|24.0|0|0|0|0|0|0|3|M|32|182|0|0|1|-1|0|0.0|0|0|-4|-1|1|0|25.333333333333332|0|0|0|0|1|1|3
15366326|F|32|168|2|0.0|1|-1|0|0.0|0|0|1|-1|0|0|28.0|0|0|0|0|0|0|0|M|36|179|0|1|1|-1|0|-1.0|0|0|3|-1|1|1|21.666666666666668|0|0|0|0|1|1|0
1307800|F|46|161|5|0.0|1|-1|1|0.0|0|0|0|0|0|0|25.5|1|1|1|1|0|0|3|M|52|173|0|0|1|-1|1|0.0|1|0|1|-1|-1|-1|37.5|1|1|1|1|1|1|3
4132620|F|26|160|1|0.0|1|-1|0|0.0|0|5|1|0|1|0|25.0|0|0|0|0|1|0|0|M|30|176|-1|0|1|-1|0|0.0|0|0|3|1|0|0|22.666666666666668|0|0|0|0|1|1|0
1069438|F|31|156|2|0.0|1|-1|1|0.0|0|0|0|0|0|-1|-1.0|0|-1|0|0|0|0|1|M|39|160|0|1|1|0|0|0.0|0|0|0|0|0|0|27.5|0|-1|0|0|0|0|4
4839236|F|29|160|1|0.0|1|-1|0|0.0|1|3|3|0|1|1|-1.0|0|-1|0|0|0|0|4|M|30|168|-1|1|1|-1|0|0.0|0|-1|3|0|1|0|29.5|0|-1|0|0|0|0|4
14136892|F|36|157|1|-1.0|1|0|0|0.0|0|5|0|1|1|0|23.0|0|0|1|0|1|0|1|M|37|171|-1|0|1|-1|0|2.0|1|0|0|1|0|0|32.5|0|0|1|1|0|0|1
1103811|F|34|161|5|0.0|1|1|1|-1.0|1|5|3|-1|1|0|23.5|0|-1|0|0|0|1|3|M|34|174|2|0|1|-1|1|2.0|0|0|1|0|1|0|24.666666666666668|0|-1|0|0|1|1|3
12764557|F|34|160|2|0.0|1|-1|0|0.0|0|0|0|0|1|0|24.0|1|0|0|0|0|0|3|M|33|173|0|1|1|-1|0|0.0|0|0|-1|0|0|0|-1.0|1|0|0|0|0|0|3
1610109|F|31|155|2|-1.0|1|0|0|0.0|0|0|0|0|0|0|21.5|1|0|0|0|0|0|1|M|30|175|-1|0|1|-1|0|-1.0|1|-1|-1|-1|1|0|20.666666666666668|1|0|0|0|0|0|3
25123641|F|30|155|2|0.0|1|-1|0|-1.0|0|2|-1|0|0|0|-1.0|0|1|1|0|0|0|2|M|33|175|0|0|1|1|1|0.0|1|0|-1|-1|1|0|25.0|0|1|0|0|0|0|1
2892735|F|32|161|3|-1.0|1|-1|0|0.0|0|5|1|1|0|0|24.5|-1|1|0|0|0|0|3|M|35|175|-1|0|0|-1|0|-1.0|0|0|0|0|0|0|20.0|-1|1|0|0|0|0|3
35774093|F|29|160|2|1.0|1|0|0|0.0|0|0|1|1|1|1|-1.0|0|-1|0|0|0|0|4|M|38|170|-1|1|1|1|0|0.0|0|0|-1|0|1|0|-1.0|0|0|0|0|1|1|3
14432782|F|31|163|2|0.0|0|0|0|0.0|0|0|0|0|0|0|24.0|0|0|0|0|0|0|3|M|31|173|-1|1|1|-1|1|0.0|0|0|-1|0|1|0|34.5|0|0|0|0|1|1|0
15597628|F|33|154|3|-1.0|1|-1|1|0.0|0|3|3|1|1|0|24.0|-1|-1|0|0|0|0|1|M|30|176|-1|1|1|-1|1|-1.0|0|0|-1|0|1|0|21.666666666666668|-1|-1|0|0|1|1|1
16142365|F|28|162|2|-1.0|1|-1|1|0.0|0|5|3|0|1|-1|26.0|1|0|0|0|0|0|3|M|32|172|-1|1|1|1|1|2.0|0|-1|-4|-1|1|0|33.0|1|0|0|0|0|0|3
1178032|F|41|160|2|0.0|1|-1|0|-1.0|0|3|1|1|0|0|23.0|0|0|1|0|0|0|0|M|59|180|2|2|1|1|1|2.0|1|-1|3|1|0|-1|28.333333333333332|1|0|1|0|1|1|3
30032731|F|26|164|3|0.0|1|-1|0|-1.0|0|3|1|1|1|0|24.0|1|0|0|0|0|1|3|M|28|176|0|3|1|0|0|0.0|0|-2|0|0|0|0|-1.0|1|0|0|0|1|1|3
12223630|F|54|163|2|0.0|1|-1|1|1.0|1|2|1|1|-1|0|32.0|1|0|1|1|0|0|2|M|61|175|0|0|1|-1|1|0.0|1|-1|3|0|-1|0|25.0|1|0|1|1|0|1|2
2357059|F|36|160|5|1.0|1|-1|0|0.0|0|0|0|0|0|0|24.0|0|-1|0|0|0|0|4|M|41|173|0|1|1|-1|0|1.0|0|0|0|0|0|0|41.5|0|-1|0|0|0|0|4
13868224|F|29|160|1|0.0|1|-1|0|0.0|0|5|3|1|1|0|23.5|0|0|0|0|1|0|1|M|33|168|-1|0|1|-1|0|2.0|0|0|-1|0|1|1|34.0|0|-1|0|0|1|1|1
13892436|F|28|162|2|0.0|1|0|0|0.0|0|5|3|1|1|1|25.5|0|-1|0|0|0|0|4|M|33|175|0|3|1|1|1|0.0|1|-1|-1|0|1|0|21.666666666666668|0|-1|0|0|1|1|1
2191363|F|31|164|2|0.0|1|1|1|-1.0|1|3|3|1|1|0|23.0|1|0|0|0|0|1|3|M|32|178|0|-1|1|0|0|2.0|0|0|0|0|0|0|25.0|1|0|0|0|0|0|3
15867997|F|28|165|3|-1.0|1|0|0|0.0|0|5|0|-1|0|0|24.5|0|0|0|0|0|1|3|M|30|182|0|0|1|0|0|1.0|0|0|-4|0|0|0|25.666666666666668|0|0|0|0|0|0|1
5439182|F|30|165|3|0.0|1|-1|0|-1.0|0|3|1|0|1|-1|25.0|0|0|0|0|1|0|3|M|33|170|3|2|1|1|1|2.0|1|-1|-1|0|1|0|38.5|0|0|0|0|0|1|3
21332441|F|37|160|3|2.0|1|0|1|0.0|0|5|1|1|1|0|26.5|0|0|0|0|0|1|0|M|33|176|0|1|1|-1|1|0.0|1|0|3|-1|1|1|-1.0|0|0|0|0|1|1|0
12145522|F|29|168|2|-1.0|1|-1|0|1.0|0|5|1|0|1|1|30.0|0|0|0|0|0|0|1|M|28|178|-1|0|1|-1|0|0.0|0|0|-4|0|1|0|23.333333333333332|0|0|0|0|0|1|1
15960542|F|31|163|3|0.0|0|-1|0|-1.0|0|5|3|1|1|0|26.0|1|0|0|0|0|0|1|M|34|171|0|1|1|0|1|0.0|0|0|-4|-1|1|1|35.0|0|-1|0|0|0|1|4
23439272|F|37|170|3|1.0|1|-1|0|-1.0|0|5|1|0|1|1|24.0|0|0|0|0|0|0|0|M|27|177|0|1|1|-1|0|0.0|1|0|-1|-1|1|1|21.666666666666668|0|0|0|0|0|0|0
23439272|F|25|165|3|0.0|0|-1|0|0.0|0|0|0|0|0|0|31.0|0|-1|0|0|0|0|1|M|27|177|0|1|1|-1|0|0.0|1|0|-1|-1|1|1|21.666666666666668|0|0|0|0|0|0|0
1342924|F|34|170|3|-1.0|1|-1|0||0|0|0|0|0|0|29.0|-1|-1|0|0|0|0|3|M|43|180|0|2|1|1|1|0.0|0|0|0|0|0|0|25.333333333333332|0|-1|0|0|0|0|4
8725581|F|30|171|3|0.0|1|-1|0|-1.0|0|5|3|0|1|1|26.5|1|0|0|0|1|0|3|M|31|178|0|-1|1|-1|1|0.0|0|0|3|1|1|0|21.333333333333332|1|0|0|0|1|1|1
20370801|F|38|161|2|-1.0|1|-1|0|-1.0|0|5|1|1|0|0|25.0|0|0|0|0|0|0|3|M|44|176|0|1|1|-1|0|0.0|0|0|0|1|0|0|-1.0|0|0|1|0|0|0|3
20700528|F|30|166|3|0.0|1|-1|0|-1.0|0|5|1|1|1|1|26.0|0|0|0|0|0|0|3|M|42|168|0|0|1|-1|1|0.0|0|0|-1|1|1|1|33.0|0|0|1|1|0|0|1
26681731|F|32|166|1|-1.0|1|-1|0|0.0|0|5|3|1|0|0|-1.0|0|0|0|0|0|0|2|M|33|180|-2|0|0|0|0|0.0|0|-2|-1|1|1|0|-1.0|0|0|0|0|0|0|3
12996852|F|32|158|3|-1.0|1|-1|0|0.0|0|5|3|1|1|0|22.5|0|0|0|0|0|0|3|M|31|171|2|0|0|0|0|2.0|0|0|1|0|0|0|32.5|0|0|0|0|1|1|3
11547886|F|29|156|3|0.0|1|-1|0|0.0|0|5|1|0|1|0|23.0|1|0|0|0|0|0|3|M|32|174|4|1|1|1|1|-1.0|1|0|-1|1|1|1|21.666666666666668|1|0|0|0|0|1|3
3672655|F|47|160|1|-1.0|1|-1|0|1.0|0|3|0|0|0|1|-1.0|1|1|1|1|1|0|3|M|49|171|0|0|1|-1|0|2.0|1|-1|-4|0|-1|0|40.5|1|1|1|1|0|0|2
12756777|F|30|163|3|0.0|1|-1|0|0.0|0|5|1|1|1|0|-1.0|1|0|0|0|0|0|2|M|31|170|0|0|1|-1|0|0.0|0|0|1|0|0|0|32.5|0|0|0|0|0|0|0
10977376|F|27|168|3|0.0|1|-1|0|1.0|1|3|-4|1|1|-1|27.5|0|-1|0|0|0|0|4|M|31|180|-1|0|1|-1|0|0.0|0|-1|-4|1|1|0|26.0|0|-1|0|0|0|0|4
12129274|F|30|158|2|0.0|1|-1|0|0.0|0|5|3|0|1|0|23.5|0|0|0|0|0|0|0|M|32|171|0|1|1|-1|1|2.0|1|0|-1|0|1|0|35.0|0|0|0|0|1|1|0
2003587|F|33|160|2|0.0|1|0|0|0.0|0|5|1|0|1|1|23.0|1|0|0|0|0|1|3|M|38|169|0|0|1|1|1|0.0|1|0|0|0|0|0|63.5|1|0|0|0|0|1|3
29457505|F|28|171|3|1.0|1|1|1|1.0|0|5|3|0|1|-1|-1.0|0|0|0|0|1|1|0|M|31|183|-1|3|1|1|1|2.0|1|-1|3|0|0|-1|-1.0|0|0|0|0|1|0|0
1022105|F|35|156|3|2.0|1|1|0||0|0|0|0|0|0|22.5|1|0|1|1|0|0|3|M|34|173|2|2|1|-1|1||0|0|0|0|0|0|32.5|1|0|0|0|0|0|3
3270215|F|26|158|2|-1.0|1|-1|0|0.0|0|0|0|0|0|0|22.0|0|-1|0|0|0|0|1|M|29|171|-1|-1|1|-1|0|2.0|0|0|0|0|0|0|62.5|0|0|0|0|0|0|2
4760675|F|30|160|2|0.0|1|-1|0|0.0|0|5|1|0|0|0|25.0|0|-1|0|0|1|1|4|M|34|175|0|-1|1|0|0|0.0|0|0|0|0|0|0|21.666666666666668|0|-1|0|0|0|0|4
17641229|F|26|155|2|0.0|1|-1|0|0.0|0|5|3|0|1|0|24.0|0|0|0|0|1|0|0|M|31|178|0|0|1|-1|1|0.0|0|0|3|1|0|-1|20.0|0|0|0|0|1|1|0
22642031|F|32|155|2|0.0|1|0|0|0.0|0|5|1|1|1|0|-1.0|0|-1|0|0|0|0|3|M|33|165|-1|-1|0|-1|0|2.0|0|0|3|0|0|1|-1.0|0|-1|0|0|0|0|3
1843221|F|34|162|3|-1.0|1|-1|0|0.0|1|2|3|1|-1|0|30.0|0|0|0|0|1|1|3|M|36|170|0|0|1|0|0|0.0|0|0|0|0|0|0|26.0|0|0|0|0|0|0|3
13617240|F|29|162|2|-1.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|1|0|0|0|0|1|M|32|170|-1|0|1|-1|0|0.0|0|-1|-1|-1|0|1|31.0|0|1|0|0|0|0|1
2627013|F|34|169|2|1.0|1|1|0|0.0|1|5|1|0|0|0|-1.0|0|0|1|1|1|1|0|M|37|174|-1|3|1|1|0|0.0|1|0|-4|-1|1|1|21.666666666666668|0|0|1|0|0|0|0
32193388|F|34|160|1|0.0|1|0|0|1.0|0|5|1|1|0|0|-1.0|1|0|1|0|0|0|3|M|34|175|-2|0|0|-1|0|2.0|0|0|-4|-1|0|0|23.333333333333332|1|0|1|0|1|1|3
29101734|F|32|160|1|1.0|1|-1|0|-1.0|1|2|1|0|0|1|-1.0|1|0|1|1|0|0|2|M|37|170|0|1|1|1|0|2.0|1|0|-4|1|1|0|42.5|1|0|1|0|0|1|2
18068031|F|36|165|1|-1.0|1|0|0|0.0|0|5|1|1|1|0|25.0|1|0|1|0|1|0|2|M|40|174|-2|0|1|-1|1|-1.0|1|0|1|0|0|0|20.0|1|0|1|1|0|0|2
24872461|F|29|161|2|-1.0|1|-1|0|0.0|0|2|1|0|0|0|23.0|0|-1|0|0|1|0|1|M|35|178|-1|2|1|1|0|2.0|0|-1|1|0|0|0|25.666666666666668|0|0|0|0|0|1|0
1377041|F|32|163|5|0.0|0|0|0|0.0|0|5|3|0|0|0|27.5|0|0|0|0|0|0|3|M|34|174|3|0|1|-1|0|0.0|0|-1|1|1|1|1|51.666666666666664|0|0|0|0|1|1|3
4902818|F|30|160|2|-1.0|1|-1|0|0.0|0|2|1|0|0|0|24.0|1|0|0|0|0|0|1|M|33|178|0|0|1|0|0|0.0|0|-1|-2|-1|1|1|21.666666666666668|-1|1|0|0|0|0|3
2452942|F|31|170|2|1.0|1|-1|0|0.0|0|0|3|0|1|1|31.5|0|0|0|0|0|0|0|M|31|183|-1|1|1|1|0|0.0|1|0|3|1|0|0|24.0|0|0|0|0|0|1|0
14031670|F|29|160|2|-1.0|1|-1|0|0.0|0|5|3|1|1|0|23.5|1|0|0|0|1|0|1|M|35|170|-1|0|1|-1|0|0.0|0|0|-5|-4|1|0|27.0|1|0|0|0|0|0|1
19324293|F|31|168|2|-1.0|1|-1|0|0.0|0|5|-1|-1|0|0|25.0|0|0|0|0|0|0|0|M|34|180|-1|0|1|1|1|-1.0|1|0|-4|1|1|0|20.666666666666668|0|0|0|0|1|1|0
3844974|F|29|174|3|-1.0|1|-1|0|-1.0|0|5|3|1|1|-1|18.333333333333332|1|0|0|0|1|0|3|M|32|178|0|1|1|1|1|0.0|0|0|3|-1|1|0|25.333333333333332|1|0|0|0|0|0|3
14354074|F|31|158|2|0.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|0|-1|0|0|0|0|1|M|40|175|-2|0|1|-1|0|2.0|1|0|-1|0|0|0|25.0|0|-1|1|1|0|1|1
3360207|F|32|158|2|0.0|1|-1|0|0.0|0|0|0|0|0|0|22.0|0|-1|0|0|0|0|4|M|33|165|-1|0|1|-1|0|2.0|0|-1|1|0|1|0|29.0|0|-1|0|0|0|1|4
1263057|F|33|156|5|-1.0|1|-1|0|0.0|0|0|0|0|0|0|24.5|-1|1|0|0|0|0|1|M|35|172|-1|-1|1|-1|1|0.0|0|0|0|0|0|0|35.0|-1|1|0|0|0|0|1
12370736|F|26|160|3|0.0|1|0|0|1.0|0|5|1|0|0|0|-1.0|0|1|0|0|0|0|1|M|29|178|-1|0|1|-1|1|2.0|1|-1|1|0|1|0|23.333333333333332|0|1|0|0|0|0|1
11686650|F|27|166|2|-1.0|1|-1|0|1.0|0|5|3|0|1|1|32.5|1|0|0|0|1|1|3|M|32|183|-1|0|1|-1|0|-1.0|1|0|-1|0|1|0|-1.0|1|0|0|0|0|0|3
2536583|F|32|168|3|0.0|1|1|0|0.0|0|5|3|-1|0|0|27.0|0|1|0|0|0|0|2|M|33|151|0|-1|0|0|0|2.0|0|-1|1|0|0|-1|34.0|-1|1|0|0|0|0|2
2658209|F|35|160|3|1.0|1|-1|1|0.0|0|5|3|0|1|-1|25.0|0|-1|0|0|0|1|4|M|42|172|0|3|1|1|1|0.0|0|-1|1|1|1|0|32.5|0|-1|0|0|1|1|4
4066536|F|34|161|2|0.0|1|-1|0|-1.0|0|2|3|1|0|1|24.5|1|0|0|0|0|0|2|M|37|172|-1|0|1|-1|0|-1.0|1|0|3|0|1|1|30.0|1|0|0|0|0|1|2
19746891|F|25|163|2|0.0|1|-1|0|-1.0|0|5|1|0|0|1|21.0|0|0|0|0|0|0|0|M|26|178|-1|0|1|1|0|0.0|0|0|-1|1|1|0|21.666666666666668|1|0|0|0|1|1|3
1696401|F|35|164|2|2.0|0|1|1|0.0|0|2|0|1|1|0|27.5|0|0|1|0|1|1|0|M|37|178|-1|0|1|-1|0|0.0|0|0|0|0|0|0|25.333333333333332|0|0|0|0|0|0|0
2030140|F|29|160|3|-1.0|0|0|0|0.0|0|0|0|0|0|0|-1.0|1|0|0|0|0|0|3|M|31|167|0|1|1|-1|0|0.0|1|-1|-1|0|1|0|30.0|1|0|0|0|1|1|3
