id|gender|age|height|edu|salary|nation|car|house|body|face|hair|smoke|drink|child|parent|bmi|where0|where1|marriage0|marriage1|look0|look1|where2
12441953|M|51|172|0|0|1|-1|1|2|1|0|-1|0|0|0|40.0|-1|1|1|1|0|0|1
3211635|M|39|171|0|1|1|1|1|0|0|0|0|0|1|0|32.0|0|0|0|0|0|0|0
13430117|M|32|174|0|0|1|-1|0|0|0|0|1|0|0|0|21.333333333333332|0|-1|0|0|1|1|1
14690119|M|37|173|-1|0|1|1|0|0|1|0|3|-1|1|0|32.5|0|0|0|0|1|1|2
13456432|M|37|177|-1|2|1|1|0|0|0|0|-5|-1|1|1|23.333333333333332|1|0|1|1|0|0|3
11240914|M|32|185|0|0|1|1|1|2|0|0|3|0|0|0|30.0|0|1|0|0|1|0|3
13293862|M|39|178|2|2|1|1|1|0|1|0|-1|0|1|0|23.333333333333332|0|0|0|0|1|1|3
2342479|M|31|176|0|-1|1|-1|0|0|0|0|0|0|0|0|21.666666666666668|1|0|0|0|0|0|3
5404320|M|36|180|0|0|1|-1|1|0|0|0|1|0|0|0|25.0|-1|1|0|0|0|0|1
1480362|M|33|171|0|1|1|-1|1|1|0|0|-4|0|0|0|37.5|1|0|0|0|0|1|3
3892752|M|32|177|0|1|1|1|1|0|0|0|-4|0|1|-1|22.666666666666668|0|0|0|0|0|1|1
18056455|M|39|178|0|2|1|-1|0|0|1|0|3|0|1|1|-1.0|0|0|1|0|0|1|0
4516296|M|33|162|0|-1|1|-1|1|1|1|-1|-2|0|0|0|32.5|1|1|0|0|0|0|1
47229382|M|32|176|-2|0|1|-1|0|0|0|0|0|0|0|0|-1.0|1|1|0|0|0|0|3
3898361|M|31|176|0|0|1|-1|0|-1|0|0|-1|-1|1|0|20.666666666666668|1|0|0|0|1|1|3
21921564|M|32|180|-1|0|1|-1|0|0|0|0|1|0|1|0|-1.0|0|-1|0|0|0|0|1
3992120|M|36|175|2|2|1|-1|1|0|0|0|1|0|1|0|22.333333333333332|0|0|0|0|0|0|0
16346248|M|36|178|0|-1|0|-1|0|0|0|0|-1|0|1|0|25.0|0|0|0|0|0|0|3
18873978|M|32|170|0|1|1|0|0|0|0|-1|0|-1|1|1|31.0|0|0|0|0|0|1|0
3922004|M|34|179|0|1|1|-1|0|2|1|0|3|0|1|1|28.333333333333332|1|0|0|0|1|1|2
50129948|M|31|170|-2|3|1|-1|0|2|0|0|-1|0|1|-1|-1.0|-1|-1|0|0|0|1|3
20040488|M|30|185|0|1|1|-1|0|2|0|0|-1|0|1|-1|26.666666666666668|0|0|0|0|1|1|0
21361232|M|37|170|0|2|1|-1|0|0|1|0|1|-1|1|0|31.5|0|0|0|0|1|1|0
25496569|M|33|180|0|1|1|-1|1|0|1|0|3|-1|1|0|24.333333333333332|-1|1|0|0|1|1|3
22838302|M|36|182|-1|3|1|1|1|2|0|0|-4|1|0|0|26.0|1|0|1|1|1|0|3
13837248|M|32|174|-2|0|1|-1|1|0|0|0|-4|-1|0|0|24.0|0|0|0|0|0|1|0
3889728|M|38|175|0|2|1|-1|0|0|1|0|-1|0|1|0|25.0|0|0|0|0|0|1|1
27950555|M|26|172|-1|0|1|1|1|0|0|-1|-1|1|1|0|-1.0|0|0|0|0|0|1|0
42566688|M|22|183|-1|1|1|0|0|-1|1|0|-2|0|0|1|21.0|-1|-1|0|0|0|1|3
1764404|M|42|170|0|-1|1|0|0|0|0|0|0|0|0|0|35.0|0|-1|0|0|0|0|4
3613696|M|33|172|0|-1|1|-1|0|0|0|0|0|0|0|0|32.5|1|0|0|0|0|0|1
26465541|M|34|165|-2|0|1|-1|0|2|0|-1|-1|0|1|1|32.0|1|0|0|0|0|0|3
36756273|M|29|179|-1|0|1|-1|0|2|0|0|-1|-1|1|0|25.0|-1|-1|0|0|1|1|3
3738656|M|35|170|0|0|1|-1|1|0|0|0|0|0|0|0|32.5|-1|-1|0|0|0|0|3
1913237|M|30|180|0|1|1|1|1|2|0|0|3|0|1|-1|30.0|0|0|0|0|0|0|0
1365996|M|40|170|0|0|1|0|1|0|0|0|3|-1|0|0|37.5|0|-1|0|0|0|0|4
24833207|M|29|175|0|0|1|-1|1|2|0|0|1|0|1|-1|25.0|0|1|0|0|1|0|2
13567062|M|32|172|-2|0|0|-1|1|0|0|0|1|-1|1|1|36.5|1|1|0|0|1|1|3
4947432|M|31|171|0|0|1|-1|0|0|0|0|-1|1|1|1|32.5|1|0|0|0|0|0|1
15203928|M|29|170|-1|-1|1|-1|0|-1|0|-1|1|0|0|0|27.5|-1|-1|0|0|0|0|1
20135001|M|31|173|0|0|1|-1|0|0|0|0|-1|0|1|0|32.5|0|-1|0|0|1|1|4
50354852|M|25|180|-1|0|1|-1|0|2|0|0|-1|0|1|0|28.333333333333332|1|0|0|0|0|0|2
11028636|M|34|180|0|1|1|-1|1|0|0|0|3|0|0|0|22.666666666666668|0|0|0|0|1|1|3
11611600|M|32|172|-1|0|1|1|1|0|0|0|-4|-1|1|-1|31.0|1|0|0|0|1|1|1
15782151|M|38|172|0|0|1|-1|0|2|0|0|1|0|1|1|35.0|-1|1|1|0|0|0|3
28708780|M|39|160|-1|2|1|-1|1|0|0|0|1|0|1|0|31.5|1|0|1|1|0|0|3
15181969|M|32|183|0|1|1|-1|1|-1|0|0|0|-1|1|0|22.666666666666668|1|1|0|0|0|0|3
32193388|M|34|175|-2|0|0|-1|0|2|0|0|-4|-1|0|0|23.333333333333332|1|0|1|0|1|1|3
15517914|M|35|180|-1|-1|1|-1|1|0|0|-1|1|0|1|0|26.666666666666668|0|0|0|0|1|1|1
1968392|M|32|177|0|1|1|1|1|0|1|0|1|0|1|0|23.333333333333332|0|0|0|0|0|0|0
19575440|M|34|170|-2|-1|1|-1|0|2|0|0|-1|0|0|0|32.0|1|1|1|1|0|0|3
1271809|M|34|173|0|1|1|-1|0|0|1|0|-1|0|1|1|32.5|0|0|0|0|0|0|0
14393408|M|43|175|-1|0|1|-1|0|0|0|0|-4|0|0|0|20.0|1|0|0|0|1|1|1
23470830|M|42|171|-1|0|1|-1|1|0|0|-1|1|0|0|1|32.5|0|0|1|0|1|1|0
12326004|M|34|182|0|1|1|1|1|0|1|0|-1|0|1|1|25.0|0|0|0|0|1|1|0
16857246|M|31|174|0|1|1|1|0|2|0|0|0|-1|1|0|24.0|0|0|0|0|0|0|0
17994585|M|40|168|-1|0|1|-1|0|0|0|0|0|0|1|0|-1.0|1|0|0|0|0|0|3
16115629|M|41|172|-1|-1|1|-1|0|2|0|0|-4|0|0|1|37.5|0|1|1|1|0|0|1
2488636|M|35|173|0|0|1|-1|0|0|0|0|3|0|1|0|32.5|1|1|0|0|1|1|3
3886919|M|34|170|-1|1|1|-1|0|-1|0|0|1|0|1|1|27.0|0|-1|0|0|1|1|3
34416481|M|24|178|-1|0|1|1|0|0|0|-1|0|0|1|0|22.666666666666668|0|0|0|0|1|1|0
8352500|M|47|172|-1|-1|1|1|0|0|1|0|-1|0|0|0|30.0|0|0|1|1|1|1|1
3562880|M|34|178|-1|1|1|-1|0|0|0|0|0|0|0|0|23.333333333333332|0|-1|0|0|0|0|1
19138904|M|49|170|-2|0|1|1|0|2|0|0|-1|0|1|1|35.0|0|0|1|1|0|1|0
31290097|M|31|172|0|0|1|-1|1|2|1|0|-4|0|1|0|33.0|0|0|0|0|0|1|1
14636678|M|69|166|-2|-1|1|-1|1|-1|0|-2|3|1|0|0|30.0|0|0|1|0|0|0|0
15384597|M|51|170|0|0|1|1|1|0|1|0|-1|0|0|1|34.0|0|-1|1|1|0|1|1
23876715|M|30|175|-1|-1|1|-1|0|0|0|0|-1|0|1|0|24.333333333333332|0|0|0|0|1|1|3
18762536|M|35|178|0|0|1|1|1|2|0|-1|-1|0|0|-1|25.0|0|1|0|0|0|1|3
35551666|M|27|175|-1|1|1|0|1|0|1|-1|-1|0|1|0|-1.0|1|0|0|0|1|1|2
2598346|M|34|172|-1|2|1|0|0|0|0|0|-4|0|1|1|30.0|0|0|0|0|0|1|0
12997869|M|36|180|0|-1|1|-1|0|0|0|0|1|0|1|0|23.333333333333332|0|0|0|0|1|1|3
12711552|M|32|178|-1|0|1|-1|1|0|1|0|-4|1|0|0|21.666666666666668|1|1|0|0|0|0|3
12271609|M|41|174|-1|1|1|1|1|0|0|0|-4|-1|1|0|25.0|0|0|1|0|0|0|0
2300137|M|39|170|-1|-1|1|0|0|0|0|0|0|0|0|0|32.0|0|0|0|0|0|0|1
29967064|M|29|173|-1|0|1|-1|1|0|1|-1|-1|0|1|0|32.5|1|0|0|0|0|0|3
